Model,Pris,Kørte_kilometer,Link_til_bil,scrapedate,Pris_DKK,Pris_med_afgift
VW ID.4 Pro Performance KAMERALEDNAVI,29990,26640,httpswww.12gebrauchtwagen.decpartnercar_ad_id1879212312num_on_page4page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,223425.5,279281.875
VW ID.4 Pure Style MATRIXACCMEMORYNAVIKAMERA,26980,43937,httpswww.12gebrauchtwagen.decpartnercar_ad_id1638055096num_on_page5page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,201001,251251.25
VW ID.4 Elektro Pro Performance AHKWärmepumpe19,32980,8796,httpswww.12gebrauchtwagen.decpartnercar_ad_id1879216950num_on_page1page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,245701,307126.25
VW ID.4 Volkswagen Pro Performance 1st Navi Pro AHK LED ACC PD,26890,68259,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897403024num_on_page2page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,200330.5,250413.125
VW ID.4 Pro GOAL 77 kWh 1GangAutomatik NAVI LM,57585,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1879197634num_on_page3page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,429008.25,536260.3125
VW ID.4 Volkswagen GTX 4MOTION IQ.LIGHTARHuDPano21360,43890,18340,httpswww.12gebrauchtwagen.decpartnercar_ad_id1899811484num_on_page4page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,326980.5,408725.625
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,56155,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1841482263num_on_page5page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,418354.75,522943.4375
VW ID.4 Volkswagen Pro Navi Pro Pano BSD IQLED Area View 19LM,37490,21855,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910522921num_on_page1page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,279300.5,349125.625
"VW ID.4 Volkswagen ProPerformanceJETZT ab 2,74 Zins",38250,6000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894260169num_on_page2page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,284962.5,356203.125
VW ID.4 Volkswagen ID4_AHK_AK Paket_IDSitze_GJReifen_Lieferung m,35900,19900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902663592num_on_page3page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,267455,334318.75
VW ID.4 PRO PERFORMANCE Pano NaviPro ACC Massage,34990,22900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910224447num_on_page4page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,260675.5,325844.375
VW ID.4 Volkswagen GTX 4MOTION,46990,20000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901758698num_on_page5page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,350075.5,437594.375
VW ID.4 Volkswagen GTX PANO AHK WINTERRÄDER GARANTIE,417000,26979,httpswww.12gebrauchtwagen.decpartnercar_ad_id1886117613num_on_page1page51search_id56362710titleVWID.4gebrauchtkaufen,2024-11-22,3106650,3883312.5
VW ID.4 Pure EXTERIEUR SILVER PANO LM19 MATRIXLED,27331,26141,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903418073num_on_page1page51search_id56381702titleVWID.4gebrauchtkaufen,2024-11-22,203615.95,254519.9375
VW ID.4 Elektro Pure NAVLEDPDC,23980,36757,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894955517num_on_page1page52premiumfalsesearch_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,178651,223313.75
VW ID.4 Volkswagen GTX 4MOTION 340 PS GÜLTIG BIS 23.12.24,439000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1896170589num_on_page2page52premiumfalsesearch_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,3270550,4088187.5
VW ID.4 Pro Performance Matrix Kamera Sitzhzg AHK Navi,38760,18350,httpswww.12gebrauchtwagen.decpartnercar_ad_id1858089274num_on_page3page52premiumfalsesearch_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,288762,360952.5
VW ID.4 Pro Performance 4MOTION IQ.LIGHTPANOAHKNAVIKAMERAWÄRMEPUMPE20ZOLL,40999,14200,httpswww.12gebrauchtwagen.decpartnercar_ad_id1873116811num_on_page1page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,305442.55,381803.1875
VW ID.4 Volkswagen Pro Performance FAHRSCHULFAHRZEUG,29470,72192,httpswww.12gebrauchtwagen.decpartnercar_ad_id1886977418num_on_page2page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,219551.5,274439.375
VW ID.4 Volkswagen BEV Pro Automatik,31460,24909,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910788853num_on_page3page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,234377,292971.25
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,37545,4769,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902276406num_on_page4page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,279710.25,349637.8125
"VW ID.4 Performance Pure GOAL RFK,NAV,SHZ,DAB,MatrixLED",49440,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1879203183num_on_page5page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,368328,460410
VW ID.4 Goal Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,55875,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1858070688num_on_page1page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,416268.75,520335.9375
VW ID.4 Volkswagen PURE 125KW 52 kWh NAVIPRO LED PDC DAB,22390,30917,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897413309num_on_page2page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,166805.5,208506.875
VW ID.4 Pure 125 kW 170 PS 52 kWh 1Gang,50278,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1873108665num_on_page3page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,374571.10000000003,468213.87500000006
VW ID.4 Volkswagen Pro Performance NAVIAHKACCMATRIXLED360,41450,12800,httpswww.12gebrauchtwagen.decpartnercar_ad_id1807184420num_on_page4page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,308802.5,386003.125
VW ID.4 Volkswagen Pro Performance AHK Navi Matrix ACC,392000,24650,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905748456num_on_page5page52search_id56362777titleVWID.4gebrauchtkaufen,2024-11-22,2920400,3650500
VW ID.4 GTX 21LM HUD HZ Pano Kamera 360,39639,25258,httpswww.12gebrauchtwagen.decpartnercar_ad_id1861844334num_on_page1page52search_id56303191titleVWID.4gebrauchtkaufen,2024-11-22,295310.55,369138.1875
VW ID.4 GTX 4Motion 77 kWh AHK WÄPU KAM IQLED NAVPRO,39370,20000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907999544num_on_page1page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,293306.5,366633.125
VW ID.4 Volkswagen Pro MOVE Ass IQ.Light HarmanKardon AHK 20,53490,8500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902383615num_on_page2page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,398500.5,498125.625
VW ID.4 Pro 1st Edition WÄRMEPUMPE LED AHK 20 NAVI READY2DISCOVER ACC DAB,30000,23000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1879258593num_on_page3page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,223500,279375
VW ID.4 Volkswagen GTX AHK PANO 360 KAMERA WÄRMEP 21,508000,8900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1896154516num_on_page4page52search_id56362777titleVWID.4gebrauchtkaufen,2024-11-22,3784600,4730750
VW ID.4 GTX 21LM HUD HZ Pano Kamera 360,39639,25258,httpswww.12gebrauchtwagen.decpartnercar_ad_id1861653718num_on_page1page52search_id56381748titleVWID.4gebrauchtkaufen,2024-11-22,295310.55,369138.1875
VW ID.4 Pure 52 kWh 125 kW Pure mit Infotainm.P. 5 Türen,46708,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891079071num_on_page2page52search_id56362777titleVWID.4gebrauchtkaufen,2024-11-22,347974.60000000003,434968.25000000006
VW ID.4 Pro GOAL 1GangAutomatik AHK IQ.Light,53543,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1879215892num_on_page1page53premiumfalsesearch_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,398895.35000000003,498619.18750000006
VW ID.4 Pro Performance AHK Navi Area View LED Wärmepumpe,37360,25366,httpswww.12gebrauchtwagen.decpartnercar_ad_id1873092637num_on_page2page53premiumfalsesearch_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,278332,347915
VW ID.4 Volkswagen Pure Goal sofort verfügbar,435000,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1857978720num_on_page3page53premiumfalsesearch_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,3240750,4050937.5
VW ID.4 GTX Anschlussgarantie max. 100 Tkm08.2026,39629,19390,httpswww.12gebrauchtwagen.decpartnercar_ad_id1860107206num_on_page1page53search_id56303223titleVWID.4gebrauchtkaufen,2024-11-22,295236.05,369045.0625
VW ID.4 GTX Anschlussgarantie max. 100 Tkm08.2026,39629,19390,httpswww.12gebrauchtwagen.decpartnercar_ad_id1860027053num_on_page1page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,295236.05,369045.0625
VW ID.4 Volkswagen Pro Performance NAVIAHKACCMATRIXLED,39690,19900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1806558340num_on_page2page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,295690.5,369613.125
VW ID.4 Pro NAVI MATRIXLED AHK 3JGarantie,38440,22290,httpswww.12gebrauchtwagen.decpartnercar_ad_id1830282121num_on_page3page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,286378,357972.5
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAuto,55875,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1828449211num_on_page4page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,416268.75,520335.9375
VW ID.4 Pro Performance Basis HeadUp Panodach LED,55440,3900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1825811249num_on_page1page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,413028,516285
VW ID.4 Elektro Pro Performance AHKMatrixPDach,39940,12849,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901117206num_on_page2page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,297553,371941.25
VW ID.4 Volkswagen PRO SILVER 82kWh LED APPCONNECT SITZH AHK,27949,61339,httpswww.12gebrauchtwagen.decpartnercar_ad_id1906975065num_on_page3page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,208220.05000000002,260275.06250000003
VW ID.4 Pro Performance 150kW CCS AHK ACC Keyless Cam,37760,20965,httpswww.12gebrauchtwagen.decpartnercar_ad_id1888436110num_on_page4page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,281312,351640
VW ID.4 Pro 77 kWh 210 kW Goal 5 Türen,57393,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910329742num_on_page5page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,427577.85000000003,534472.3125
VW ID.4 Pro Performance 1St Edition,30930,27498,httpswww.12gebrauchtwagen.decpartnercar_ad_id1859873894num_on_page1page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,230428.5,288035.625
VW ID.4,57760,7500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1886041146num_on_page2page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,430312,537890
VW ID.4 Pro Performance 1st Max Navi Pano AHK LED ACC PDC SHZ Wärmepumpe,35950,63500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1804019606num_on_page3page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,267827.5,334784.375
"VW ID.4 Pro Performance Max First Edition AHK, ACC",36890,40499,httpswww.12gebrauchtwagen.decpartnercar_ad_id1825650224num_on_page4page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,274830.5,343538.125
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,38965,5750,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902452609num_on_page5page53search_id56381814titleVWID.4gebrauchtkaufen,2024-11-22,290289.25,362861.5625
VW ID.4 Volkswagen Pro Performance AHK Navi LED ACC SHZ,378000,29090,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904933943num_on_page1page53search_id56362809titleVWID.4gebrauchtkaufen,2024-11-22,2816100,3520125
VW ID.4 Volkswagen Pro Performance AHK360MATRIXCCSASSISTS,339000,27511,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904918902num_on_page2page53search_id56362809titleVWID.4gebrauchtkaufen,2024-11-22,2525550,3156937.5
VW ID.4 Pro Performance MATRIXLED ACC NAVI AHK 20 PARKASS KEYLESS SHZ,40150,6300,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905739996num_on_page1page54premiumfalsesearch_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,299117.5,373896.875
VW ID.4 Pro Performance Autom Navi AHK RKamera,33800,20708,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905742018num_on_page2page54premiumfalsesearch_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,251810,314762.5
VW ID.4 Pure NAVI KLIMA PDC,26960,19818,httpswww.12gebrauchtwagen.decpartnercar_ad_id1805922739num_on_page3page54premiumfalsesearch_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,200852,251065
VW ID.4 Pro mit InfotainmentPaket,51450,10000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901151407num_on_page1page54search_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,383302.5,479128.125
"VW ID.4 Volkswagen Pro Performance, Garantie 082026 ,80000km",35900,31000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1864203844num_on_page2page54search_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,267455,334318.75
VW ID.4 Volkswagen Performance Upgrade Pure,26930,38887,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897636295num_on_page3page54search_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,200628.5,250785.625
VW ID.4 Volkswagen GTX hAHKMatrixHuDPano36008.28Garantie,488000,25980,httpswww.12gebrauchtwagen.decpartnercar_ad_id1857987895num_on_page4page54search_id56303257titleVWID.4gebrauchtkaufen,2024-11-22,3635600,4544500
VW ID.4 Volkswagen Pro Performance AHK NAVI LED ACC,387000,33601,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905751685num_on_page4page54search_id56362858titleVWID.4gebrauchtkaufen,2024-11-22,2883150,3603937.5
VW ID.4 Pro Performance 1st Edition ACC RFK WiRä,33639,21814,httpswww.12gebrauchtwagen.decpartnercar_ad_id1860093996num_on_page1page54search_id56303257titleVWID.4gebrauchtkaufen,2024-11-22,250610.55000000002,313263.1875
VW ID.4 Pro Performance 1st Edition ACC RFK WiRä,33639,21814,httpswww.12gebrauchtwagen.decpartnercar_ad_id1859916131num_on_page1page54search_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,250610.55000000002,313263.1875
VW ID.4 Pro Performance RFK Keyless Navi WiRä,33739,6518,httpswww.12gebrauchtwagen.decpartnercar_ad_id1861778335num_on_page2page54search_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,251355.55000000002,314194.4375
VW ID.4 Pro Performance RFK Keyless Navi WiRä,33739,6518,httpswww.12gebrauchtwagen.decpartnercar_ad_id1861858995num_on_page4page54search_id56303257titleVWID.4gebrauchtkaufen,2024-11-22,251355.55000000002,314194.4375
VW ID.4 Pro Performance Matrix Kamera Navi Sitzhzg DAB Klima,38760,18835,httpswww.12gebrauchtwagen.decpartnercar_ad_id1858198682num_on_page3page54search_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,288762,360952.5
VW ID.4 Volkswagen Pro Performance 82 kWh 150 kW Pro,33900,25800,httpswww.12gebrauchtwagen.decpartnercar_ad_id1806493525num_on_page1page54search_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,252555,315693.75
VW ID.4 Volkswagen GTX AHK PANO 360 KAMERA WÄRMEP 21,508000,8900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897197338num_on_page2page54search_id56362858titleVWID.4gebrauchtkaufen,2024-11-22,3784600,4730750
VW ID.4 Pro Performance Family Pano AHK ACC 21Zoll,34800,31900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1778628213num_on_page2page54search_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,259260,324075
VW ID.4 Pure 52 kWh 125 kW Pure mit Infotainm.P. 5 Türen,53928,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910334834num_on_page4page54search_id56362858titleVWID.4gebrauchtkaufen,2024-11-22,401763.60000000003,502204.50000000006
VW ID.4 Volkswagen Pro,47500,7570,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897273886num_on_page3page54search_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,353875,442343.75
VW ID.4 Pro Performance KAMERALEDNAVI,29990,26640,httpswww.12gebrauchtwagen.decpartnercar_ad_id1879330338num_on_page1page54search_id56303257titleVWID.4gebrauchtkaufen,2024-11-22,223425.5,279281.875
VW ID.4 Volkswagen GTX Navi Pano Kamera LED Design Assistenz S,41550,6250,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897392772num_on_page1page54search_id56381860titleVWID.4gebrauchtkaufen,2024-11-22,309547.5,386934.375
VW ID.4,28570,39470,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905726267num_on_page1page55premiumfalsesearch_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,212846.5,266058.125
VW ID.4 Pro 1st Edition WÄRMEPUMPE LED AHK 20 NAVI READY2DISCOVER ACC DAB,30000,23000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1879335996num_on_page2page55premiumfalsesearch_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,223500,279375
VW ID.4 Pro Performace AHK 360Kam Keyless IQLight Totwinkel ACC,39817,8980,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910170026num_on_page3page55premiumfalsesearch_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,296636.65,370795.8125
VW ID.4 Pro 210 kW Move Navi LED ACC El. Heckklappe,53960,3,httpswww.12gebrauchtwagen.decpartnercar_ad_id1704534915num_on_page1page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,402002,502502.5
VW ID.4 PURE 125KW 52 kWh NAVIPRO LED PDC DAB,23690,30917,httpswww.12gebrauchtwagen.decpartnercar_ad_id1883656833num_on_page2page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,176490.5,220613.125
VW ID.4 Pro Performance KAMERALEDNAVI,28840,26640,httpswww.12gebrauchtwagen.decpartnercar_ad_id1895039300num_on_page3page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,214858,268572.5
VW ID.4 Pro Goal IQMATRIXAHKRCAMNAVACC,56933,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1851561823num_on_page4page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,424150.85000000003,530188.5625
VW ID.4 Pro 77 kWh 210 kW Goal 5 Türen,55980,15,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891080970num_on_page1page55search_id56362898titleVWID.4gebrauchtkaufen,2024-11-22,417051,521313.75
VW ID.4 Pro Performance LED Navi ParkPilot Alu19Hamar 1Gang,28984,38486,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910070235num_on_page1page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,215930.80000000002,269913.5
VW ID.4 Pro Performance AHK Pano Wärmepumpe 360Kam Navi DCC Keyless HuD Fußsensor Carplay,42815,6569,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910210442num_on_page2page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,318971.75,398714.6875
VW ID.4 Pro 286 PS 77 kWh 1GangAutomatik,54550,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1616830018num_on_page3page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,406397.5,507996.875
VW ID.4 Volkswagen PRO LM20 KAMERA AHK IQ.LIGHT,36750,9951,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897331011num_on_page4page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,273787.5,342234.375
VW ID.4 GTX WÄRMEIQLAHKACCSHZ21NAVIRCAM,43570,19500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1858080151num_on_page1page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,324596.5,405745.625
VW ID.4 Pure NAVI LED ACC PDC SPURH KLIMAA AUT,24850,20749,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894895156num_on_page2page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,185132.5,231415.625
VW ID.4 Pro Performance Matrix AHK NAVI ACC Kamera,40740,16207,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890896493num_on_page3page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,303513,379391.25
VW ID.4 Volkswagen 150 kW Pro Performance Life,32902,27000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1873721267num_on_page4page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,245119.9,306399.875
VW ID.4 Pro Performance Family AHKNaviCCS,32479.999999999996,70080,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903246087num_on_page5page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,241975.99999999997,302469.99999999994
VW ID.4 Volkswagen Pure Performance 125 kW IQ.LIGHT Discover Pro,40380,6600,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897410451num_on_page1page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,300831,376038.75
VW ID.4 GTX 4M WÄRMEPANOIQLAHKNAVIACCHdUp,42480,19999,httpswww.12gebrauchtwagen.decpartnercar_ad_id1858160010num_on_page2page55search_id56381912titleVWID.4gebrauchtkaufen,2024-11-22,316476,395595
VW ID.4 Volkswagen GTX 4Mo. AHK PANO KAMERA inkl. Winterräder,449000,14000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1904919231num_on_page1page56premiumfalsesearch_id56381973titleVWID.4gebrauchtkaufen,2024-11-22,3345050,4181312.5
VW ID.4 Pure Performance Navi LED PDC GRA FrontAssist,23977,37631,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890793578num_on_page2page56premiumfalsesearch_id56381973titleVWID.4gebrauchtkaufen,2024-11-22,178628.65,223285.8125
VW ID.4 GTX 4Motion AHKMatrixAssistDCCWPumpeKamHuD,46305,11453,httpswww.12gebrauchtwagen.decpartnercar_ad_id1877520301num_on_page3page56premiumfalsesearch_id56381973titleVWID.4gebrauchtkaufen,2024-11-22,344972.25,431215.3125
VW ID.4 PRO LM20 AHK KAMERA NAVI,37750,17204,httpswww.12gebrauchtwagen.decpartnercar_ad_id1885980151num_on_page1page56search_id56381973titleVWID.4gebrauchtkaufen,2024-11-22,281237.5,351546.875
VW ID.4 Pro GOAL 210kW 77kWh Anhängerkupplung20 LM Felgen,56155,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1837807048num_on_page2page56search_id56381973titleVWID.4gebrauchtkaufen,2024-11-22,418354.75,522943.4375
VW ID.4 Volkswagen PURE NAVIHEAD UPACCSHZPDC,389000,39900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1898564608num_on_page3page56search_id56303330titleVWID.4gebrauchtkaufen,2024-11-22,2898050,3622562.5
