Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil,car_id
239.700 kr.,VW ID.41ST 5d,"12/2020, 39.500 km, 499 km rækkevidde, El","VW ID.4 GTX 4Motion. ___________________________________. RENTEKAMPAGNE NOVEMBER FAST RENTE 3,99 . Til omgående levering . ___________________________________. Farve Blåmetal. Indtræk Dellæder mørkflerfarvet. Fælge 20. Rækkevidde op til 512km ifølge wltp. ___________________________________. Bemærkelseværdigt Udstyr. ️ Op til 512km på en opladning efter WLTP. ️ Adaptiv fartpilot. ️ Fuld led forlygter. ️ Bakkamera . ️ Lane assist. ️ Navigation. ️ Bluetooth. ️ varme i rattet. ️ Sædevarme. ️ Skiltegenkendelse. ️ Fjernlys assistent. ️ Digital cockpit. ️ Apple carplay. ️ ISOFIX passagersæde. ️ Trådløs mobilopladning. ️ Psensor for og bag. ️ 11 kw lader. ️ 125 kw lader. ___________________________________. 𝗨𝗗𝗦𝗧𝗬𝗥. aut., 20 alufælge, varme i rat, 2 zone klima, fjernb. c.lås, fartpilot, kørecomputer, infocenter, startspærre, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, 4x elruder, elklapbare sidespejle m. varme, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, radio, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, automatisk lys, fjernlysassistent, fuld led forlygter, 6 airbags, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, tagræling, tonede ruder, ikke ryger, lev. nysynet. ___________________________________. 45 60 61 21 44. www.oestergaardautomobiler.dk. salgoestergaardautomobiler.dk. Østergaard Automobiler ApS Thorsvej 102 7200 Grindsted. ___________________________________. ÅBNINGSTIDER Man Fre 091700 Søn 1116.","Grindsted, Syd- og Sønderjylland",id8121,Detaljer,"Thorsvej 102, 7200 Grindsted",CVR-nr.: 10130115,https://www.bilbasen.dk/brugt/bil/vw/id4/1st-5d/6370855,6370855
319.900 kr.,VW ID.4Pro Performance 5d,"8/2023, 100 km, 531 km rækkevidde, El","Id.4 Pro performance med en rækkevidde på op til 505 km . FABRIKSGARANTI 5 ÅR ELLER 100.000 KM FRA FØRSTE REGISTRERING . FREMHÆVET UDSTYR. ELBAGKLAP. 360 GRADERS KAMERA. MATRIXLED LYGTER MED DYNAMISK LYSASSISTENT. TRAVELASSIST, BLINDSPOT SENSORER, LANEASSIST. NAVIGATION. INTERIØRPAKKE STYLE GREY . SÆDEVARME FOR OG VARME I RAT, 19, 19 alufælge, varme i rat, airc., 2 zone klima, elektrisk kabinevarmer, fjernb. c.lås, nøglefri betjening, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, 4x elruder, elklapbare sidespejle m. varme, 360 kamera, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, automatisk startstop, el betjent bagklap, dæktryksmåler, elektrisk parkeringsbremse, skiltegenkendelse, træthedsregistrering, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, automatisk lys, kurvelys, fjernlysassistent, fuld led forlygter, 7 airbags, abs, antispin, esp, servo, vognbaneassistent, blindvinkelsassistent, automatisk nødbremsesystem, tagræling, mørktonede ruder i bag, tonede ruder","Hobro, Østjylland",id20308,Detaljer,"Smedevej 15, 9500 Hobro",CVR-nr.: 44102552,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6358808,6358808
319.900 kr.,VW ID.4Pro Performance 5d,"11/2023, 5.000 km, 531 km rækkevidde, El","Id.4 Pro performance med en rækkevidde på op til 505 km . FABRIKSGARANTI 5 ÅR ELLER 100.000 KM FRA FØRSTE REGISTRERING . FREMHÆVET UDSTYR. ELBAGKLAP. 360 GRADERS KAMERA. MATRIXLED LYGTER MED DYNAMISK LYSASSISTENT. TRAVELASSIST, BLINDSPOT SENSORER, LANEASSIST. NAVIGATION. INTERIØRPAKKE STYLE GREY . SÆDEVARME FOR OG VARME I RAT, 19 alufælge, varme i rat, 2 zone klima, elektrisk kabinevarmer, nøglefri betjening, fjernb. c.lås, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, 4x elruder, elklapbare sidespejle m. varme, 360 kamera, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, el betjent bagklap, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, apple carplay, android auto, trådløs mobilopladning, usb tilslutning, isofix, armlæn, dellæder, bagagerumsdækken, kopholder, læderrat, splitbagsæde, automatisk lys, fjernlysassistent, fuld led forlygter, 7 airbags, abs, antispin, esp, servo, vognbaneassistent, blindvinkelsassistent, automatisk nødbremsesystem, mørktonede ruder i bag","Hobro, Østjylland",id20308,Detaljer,"Smedevej 15, 9500 Hobro",CVR-nr.: 44102552,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6358804,6358804
229.900 kr.,VW ID.4Pro Performance Business 5d,"10/2021, 83.000 km, 513 km rækkevidde, El","️ Elektrisk info ️. Elektrisk Rækkevidde jf. WLTP 513 km.. Opladningstid via 135 kWh DChurtigladning 36 min.. Opladningstid 080 via 11 kWh ACopladning 7,5 timer. Batterikapacitet 77 kWh. . Højdepunkter . ️ Varmepumpe OBS. Dette er ekstraudstyr.. ️ Adaptiv Fartpilot. ️ Bakkamera. ️ Svingbart Anhængertræk 1.000 KG TILLADT. ️ Ratvarme. ️ Fuld LED Forlygter M. Automatisk OpNedblænding. ️ Integreret Navigation. ️ Trådløs Apple CarPlay. ️ Android Auto. ️ Parkeringsensorer i For og Bag. ️ Digital Instrumentering. ️ DAB Radio. ️ 2 Zoners Fuldautomatisk Klimaanlæg. ️ Sikkerhedssystemer Vejbaneassistent Automatisk Nødbremseassistent Skiltegenkendelse Træthedsregistrering mm.. ️ Mulighed for Tilkøb af Brugte Vinterhjul på 19 Originale Alufælge til kr. 10.000 , . . Tilstandsrapport. Som unik funktion, har vi lavet tilstandsrapport på alle vores biler se bilen på vores hjemmeside www.nettobiler.dk og tryk på linket under prisen, og se her standen på din kommende bil. . Vi hjælper gerne med. Stor Sonaxklargøringspakke polering samt keramisk lakforsegling af bilen, rens af sæder samt imprægnering 1.995, . Yderst attraktiv finansiering igennem Jyske Finans Kampagne Rente 2,99 med 20 i udbetaling. Vi tager gerne byttebiler kontakt os for nærmere info. Mulighed for at udvide reklamationsretten jf. købeloven med nedbrudsforsikring via Fragus op til 36 mdr.. Skarp bilforsikring via Codan. . VÆRD AT VIDE OM NETTO BILER AS. Vi står klar til at hjælpe digjer til en tryg og jordnær bilhandel alle hverdage fra 09.00 1730 samt weekender 111600. Vi sælger årligt minimum 1.000 biler detail og vi har mere end 25 års erfaring i bilbranchen.. VI har beliggenhed centralt i Midtjylland ved motorvejsfrakørsel 26 v. Haarup, 8600 Silkeborg. . Troværdig Service Skarpe Priser","Silkeborg, Østjylland",id4836,Detaljer,"Ragnasvej 1, 8600 Silkeborg",CVR-nr.: 40624791,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-business-5d/6358761,6358761
339.900 kr.,VW ID.4Pro Performance 5d,"3/2023, 7.000 km, 531 km rækkevidde, El",Vi tilbyder attraktiv forsikring. . Bilen står klar til omgående levering. . Vi er behjælpelige med opsætning af bilen samt eventuelle spørgsmål hertil. . Batteri Lade Specifikationer. Rækkevidde på 506 km WLTP. 77 kWh Batteri. 3 faset Opladning. 8 års garanti på batteri. Hurtigladning 125 kW 1080 ca. 34 min.. . Bemærkelsesværdig Udstyr. Udvidet fabriksgaranti til D 1532028 100.000 Km. Originalt svingbart anhængertræk. Travel Assist. Varmepumpe. 20 letmetalfælge Drammen. Adaptiv fartpilot. Vognbaneassistent. Blindvinkelsassistent. MatrixBeam LED forlygter med fjernlysassistent. Navigation. Apple CarPlayAndroid Auto. el indst. forsæder med memory Massage. 360 kamera med parkeringssensorer. Automatisk parkerings system. Digitalt cockpit. Ambiente belysning. Varme i forsæder rat. El Bagklap med easy open åbne med foden. Automatisk nødbremsesystem. . Mere end 64 års kærlighed til brugte biler og glade kunder. Tjek vores Trustpilot. . Vi tilbyder Digital fremvisning via bl.a. Face time da ca. 60 af vores biler bliver solgt online,"Odense SV, Fyn",id1952,Detaljer,"Dalumvej 77, 5250 Odense SV",CVR-nr.: 10538009,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6358676,6358676
339.900 kr.,VW ID.4GTX 4Motion 5d,"6/2023, 28.000 km, 496 km rækkevidde, El","Flot ID.4 GTX i den helt rigtige sammensætning . . Fremhævet udstyr . Adaptiv fartpilot . Headup display . 360 kamera . Svingbart træk . 21 fælge . IQ matrix forlygter . 3d baglygter . Topsport kabine . El kabine m. memory . El bagklap . Navigation . Travel assistent . Hifi pakke. P sensor . Varme i forruden . Blindvinkel assistent . Nøglefri betjening . Ambient belysning. Og meget mere . . aut., alu., 21 alufælge, varme i rat, airc., 3 zone klima, fuldaut. klima, alarm, fjernb. c.lås, nøglefri betjening, kørecomputer, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, el indst. forsæder, el indst. førersæde m. memory, 4x elruder, elklapbare sidespejle m. varme, 360 kamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, el betjent bagklap, elektrisk parkeringsbremse, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, headup display, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, splitbagsæde, læderrat, sportssæder, automatisk lys, fjernlysassistent, led kørelys, fuld led forlygter, airbag, vognbaneassistent, blindvinkelsassistent, mørktonede ruder i bag, 1 ejer, svingbart træk manuel, svingbart træk elektrisk. . Mulighed for tilkøb af nedbrudssikring i op til 36 mdr.. . Emmerske tryghed. . Kilometergaranti. . Samarbejde med branchen førende finansieringsselskaber. . Medlem af Dansk bilbrancheråd. . Ærlig rådgivning. . Mulighed for levering af din nye bil. . Vi hjælper gerne med billig finansiering med eller uden udbetaling. www.emmerskebiler.dk Der tages forbehold for tastefejl","Tønder, Syd- og Sønderjylland",id5361,Detaljer,"Emmerskevej 2, St. Emmerske, 6270 Tønder",CVR-nr.: 34592780,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6358609,6358609
254.900 kr.,VW ID.4Pro Performance Life 5d,"9/2021, 35.000 km, 516 km rækkevidde, El","ID.4 med adaptiv fartpilot, svingbart anhængertræk, varmepumpe og lavt kilometertal. . Rækkevidde 516 km. WLTP. . Landsdækkende GO SAFE Electric garanti tilbydes til denne bil. 12 mdr. kr. 3.495, . 24 mdr. kr. 6.995, . 36 mdr. kr. 9.995, . . Mangan grå metallak. Svingbart anhængertræk. 19 alufælge. Adaptiv fartpilot. Vognbane assistent. LED forlygter. Multifunktionsrat med varme. Ambiente lys. Trådløs opladning af telefon. Navigation. App connect. Varme i forrude. Varmepumpe, aut.geartiptronic, alu., 19 alufælge, varme i rat, airc., fuldaut. klima, 2 zone klima, elektrisk kabinevarmer, c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, elruder, 4x elruder, elklapbare sidespejle m. varme, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, håndfrit til mobil, multifunktionsrat, musikstreaming via bluetooth, bluetooth, digitalt cockpit, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, stofindtræk, splitbagsæde, læderrat, automatisk lys, led kørelys, airbag, abs, esp, servo, vognbaneassistent, automatisk nødbremsesystem, tagræling, ikke ryger, lev. nysynet, træk, svingbart træk manuel.. . Vi tilbyder finansiering med og uden udbetaling.. . Kontakt os, så laver vi hurtigt en beregning. carplace.dk 69 155 888. . Den annonceret pris er inkl. leveringsomkostninger, ekskl. nummerpladegebyr kr. 1680,","Hillerød, Nordsjælland",id11929,Detaljer,"Vølundsvej 1, 3400 Hillerød",CVR-nr.: 38320386,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-life-5d/6358649,6358649
309.900 kr.,VW ID.4Pro Performance 5d,"6/2023, 22.000 km, 521 km rækkevidde, El","Elektrisk rækkevidde op til 521km. 204HK77KW. Anhængertræk Svingbart til 1.000kg.. Varmepumpe. Adaptiv fartpilot. Automatisk parkeringssystem. Bakkamera P sensorer for bag. Fuldauto klima 2 zone. Nøglefri betjening open go. Ratvarme sædevarme. 19 Aluhjul. Navigation. AppleCarplay Androidauto. Varme i rat og forsæder. . svingbart træk elektrisk til 1.000kg, 19 alufælge, adaptiv fartpilot, bakkamera, parkeringssensor bag, parkeringssensor for, automatisk parkerings system, Varmepumpe, 2 zone klima, nøglefri betjening, sædevarme, varme i rat, varme i forrude, højdejust. førersæde, 4x elruder, elklapbare sidespejle m. varme, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, navigation, dab radio, bluetooth, android auto, apple carplay, digitalt cockpit, trådløs mobilopladning, usb tilslutning, multifunktionsrat, læderrat, skiltegenkendelse, elektrisk parkeringsbremse, træthedsregistrering, vognbaneassistent, automatisk nødbremsesystem, splitbagsæde, isofix, armlæn, fuld led forlygter, led kørelys, automatisk lys, abs, antispin, esp, servo, kopholder. . Bemærk Model og udstyr kan variere ifht. dansk modelprogram.. . Mulige tilvalg . 19 Vinterhjul fra 14.995, . 4 års Dinitrol 6.300,. . Vi tilbyder altid skarp finansiering gennem Jyske Finans Santander både med og uden udbetaling.. . Vi tager naturligvis Jeres nuværende bil i bytte.. . Åbningstider i salgsafdeling . Alle hverdage fra kl. 9.00 17.30 . Lørdag og søndag fra kl. 11.00 16.00","Allingåbro, Østjylland",id2541,Detaljer,"Østervangsvej 1, 8961 Allingåbro",CVR-nr.: 72450728,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6358593,6358593
259.259 kr.,VW ID.4Pro Performance Family 5d,"9/2021, 66.000 km, 498 km rækkevidde, El","Vi har åbent alle hverdage fra 09.0017.00 og søndag fra 12.0016.00 . . ️ Booking af fremvisningprøvekørsel på www.storgaardbiler.dkwww.storgaardleasing.dk eller tlf. 75 17 36 22. . BATTERI OG LADEOPLYSNINGER. ️ Højvoltsbatteri 82 kWh brutto. ️ DC Ladning CCS 143KW Ca. 27 min fra 1080. ️ AC Lading 3Faset 11 KW Ca. 8 timer og 15 minutter fra 0100. . BILENS HØJDEPUNKTER. WLTP rækkevidde 498 km. IQ. Light adaptiv LED lys . 21 VW alufælge. 3zone klimaanlæg. Adaptiv fartpilot. Svingbart træk 1200750kg. Panorama glastag. Dellæder kabine brungrå. Eljusterbare forsæder m. memory massage. Trådløs Apple Carplay Android Auto. Navigation og digitalt cockpit. Bakkamera og trådløs mobilopladning. Multifunktionsrat i læder. . ANDET UDSTYRINFO. Elektrisk kabinevarmer, nøglefri betjening, kørecomputer, infocenter, startspærre, regnsensor, sædevarme, el indst. forsæder med memory og massage, glastag, elruder, 4x elruder, elspejle, elklapbare sidespejle, elklapbare sidespejle med varme, parkeringssensor for og bag, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, splitbagsæde, lygtevasker, tågelygter, automatisk lys, fjernlysassistent, 6 airbags, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, tagræling, tonede ruder, mørktonede ruder i bag, ikke ryger, service ok.. . MULIGE TILKØB TIL BILEN. Serviceaftale fra KUN 150 krmdr. Mulighed for udvidet garanti. Dinitrol undervognsbehandling. Vinterhjulsommerhjul. Lakforsegling. Indstigningsfolie. . VI KAN TILBYDE DIG. Skarp og fleksibel finansieringleasing. Kontakt os for en hurtig beregning. Køb af din bil til en fordelagtig pris. Mulighed for landsdækkende levering. Bilforsikring med fordelagtige vilkår. . ️ OBS Vi tager forbehold for at bilen kan være solgt. Ring derfor inden du kører hjemmefra, så du ikke kører forgæves.","Bramming, Syd- og Sønderjylland",id2171,Detaljer,"Ribevej  1, 6740 Bramming",CVR-nr.: 24210790,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-family-5d/6362740,6362740
264.789 kr.,VW ID.4Pro Performance 1ST Max 5d,"8/2021, 73.000 km, 490 km rækkevidde, El",NA,"Bramming, Syd- og Sønderjylland",id2171,Detaljer,"Ribevej  1, 6740 Bramming",CVR-nr.: 24210790,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-max-5d/6362653,6362653
329.900 kr.,VW ID.4Pro Performance 5d,"9/2023, 5.000 km, 531 km rækkevidde, El","Vi tilbyder attraktiv forsikring. . Bilen står klar til omgående levering. . Vi er behjælpelige med opsætning af bilen samt eventuelle spørgsmål hertil. . Batteri Lade Specifikationer. Rækkevidde på 517 km WLTP. 77 kWh Batteri. 3 faset Opladning. 8 års garanti på batteri. Hurtigladning 125 kW 1080 ca. 34 min.. . Bemærkelsesværdig Udstyr. Adaptiv undervognsregulering med kontinuerlig betjening. Travel Assist . Originalt svingbart anhængertræk. Adaptiv fartpilot. Vognbaneassistent. Blindvinkelsassistent . El bagklap med easy open åbne med foden . IQ LED Matrix forlygter med fjernlysassistent. Navigation. Trådløst Apple CarPlayAndroid Auto. Keyless gostart Nøglefri betjening . 360 Kamera med parkeringssensorer. Bakkamera . Automatisk parkeringssystem . Digitalt cockpit. Ambiente belysning. Varme i forsæder rat. 3 Zone klima. Automatisk nødbremsesystem. . Mere end 64 års kærlighed til brugte biler og glade kunder. Tjek vores Trustpilot. . Vi tilbyder Digital fremvisning via bl.a. Face time da ca. 60 af vores biler bliver solgt online. . Vi sidder altid klar på telefonen til, at modtage jeres henvendelser tøv ikke med, at ringe 66119560. . OBS Importbil, udstyr kan afvige fra Dansk standard.","Odense SV, Fyn",id1952,Detaljer,"Dalumvej 77, 5250 Odense SV",CVR-nr.: 10538009,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6358461,6358461
229.500 kr.,VW ID.4Pro Performance Max 5d,"7/2021, 136.616 km, 506 km rækkevidde, El","Bilen er på vej. . Highlights. 360 Grader Kamera . ACC Adaptiv Fartpilot med Follow to Stop og SpeedLimiter . Adaptiv Undervogn DCC . Ambientebelysning I valgfrie farver Stor lyspakke . Ambientebelysning udvendigt med lysende stylingelementer på siden og foran Armlæn i forsæder . Aut. Nedblændeligt bakspejl . Bakkamera . Car2X High . CCS Hurtigladning . Climatronic 3Zonet . DABDAB Modtager . Digitalt Cockpit . El. Bagklap med Virtuel Pedal plus Easy Close . El. Lændestøtte i forsæder . El. Sidespejle med el. Klapfunktion, Varme, Memoryfunktion og Boardingspots . El. Sportssæder med integrerede nakkestøtter og Memoryfunktion . Emergency Assist Nødstilfældeassistent . Front Assist med Advarsel og Bremsen ved fodgængere, cyklister og køretøjer . Frontkamera . FuldLED Baglygter med dynamiskanimeret blinklys . HeadUpDisplay . Isofix ISize i bagsæde og passagersæde Jam Assist Køassistent . Keyless Advanced Fuld nøglefri betjening . Klimakomfortforrude med Varme . Komfort telefontilslutning med Wireless Charging til Smartphone . Lane Assist Vognbaneassistent . Lys og Regnsensor . Matrix FuldLED Forlygter . Mulighed for deaktivering af passagerairbag . Multifunktionslæderrat med Varme . Navigationssysten med Media og Internetpakke . Nedfældeligt splitbagsæde med armlæn . Online Tjenester . Panorama Glastag . Parkeringshjælp for og bag . Pedaler i PlayPause Design . Side Assist Vognbaneskiftassistent Blindvinkelassistent . Skiltegenkendelse . Solskærme med lys og makeup spejle . Sædevarme . Tagræling, sort . Talestyring . Tonede ruder . TPMS Dæktrykkontrolsystem . Træthedsgenkendelse . Tyverialarm med Kabineovervågning, Backuphorn og Bugseringsbeskyttelse . Udvidet sikkerhedssystem med PreCrash Basic og Front . Undvigelsesunderstøttelse med Drejeassistent . Variabel bagagerumsbund . Varme i sprinklerdyser . Varmepumpe til rækkeviddeoptimering . Wired Wireless AppConnect inkl. Apple CarPlay og Android Auto . . Derudover, aut., varme i rat, airc., fuldaut. klima, 3 zone klima, elektrisk kabinevarmer, motorkabinevarmer, alarm, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, højdejust. førersæde, el indst. forsæder, el indst. førersæde, el indst. førersæde m. memory, glastag, elruder, 4x elruder, elspejle, elklapbare sidespejle m. varme, 360 kamera, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, automatisk startstop, el betjent bagklap, dæktryksmåler, adaptiv undervogn, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, headup display, android auto, apple carplay, internet, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, sportssæder, automatisk lys, fjernlysassistent, kurvelys, led kørelys, fuld led forlygter, airbag, abs, antispin, esp, servo, vognbaneassistent, blindvinkelsassistent, automatisk nødbremsesystem, tagræling, tonede ruder, mørktonede ruder i bag, 1 ejer, ikke ryger, nysynet, lev. nysynet, service ok","Storvorde, Nordjylland",id3003,Detaljer,"Industrivej  2, 9280 Storvorde",CVR-nr.: 28303696,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-max-5d/6358332,6358332
