Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil
244.900 kr.,VW ID.4Pro Performance Business 5d,"6/2021, 82.000 km, 517 km rækkevidde, El","🟢 WLTP RÆKKEVIDDE 531 KM
🟢 BATTERI KAPACITET 77 KWH
🟢 LYNLADNING OP TIL 125 KW
🟢 10-80% NED TIL 29 MIN PÅ LYNLADER
🟢 AC LADNING MED 11 KW 10-100% PÅ 7, 30 TIMER
🟢 SVINGBART TRÆK 
🟢 ADAPTIV FARTPILOT 
🟢 BAKKAMERA 
🟢 PARKERINGSSENSOR FOR OG BAG 
🟢 VW IQ MATRIX LEDLIGHT 
🟢 FJERNLYSASSISTENT 
🟢 KURVELYS 
🟢 VOGNBANEASSISTENT 
🟢 SKILTEGENKENDELSE 
🟢 TRÆTHEDSREGISTREING 
🟢 APPLE CARPLAY
🟢 ANDROID AUTO 
🟢 NAVIGATION 
🟢 DAB RADIO 
🟢 DIGITALT COCKPIT 
🟢 REGNSENSOR 
🟢 SÆDEVARME 
🟢 VARME I RAT 
🟢 TRÅDLØS MOBILOPLADNING 
🟢 NØGLEFRI BETJENING 
🟢 21"" ALUFÆLGE 

aut., airc., fuldaut. klima, 2 zone klima, fjernb. c.lås, fartpilot, kørecomputer, infocenter, auto. nedbl. bakspejl, udv. temp. måler, højdejust. førersæde, el-ruder, 4x el-ruder, el-spejle, el-klapbare sidespejle, el-klapbare sidespejle m. varme, el-spejle m/varme, dæktryksmåler, elektrisk parkeringsbremse, cd/radio, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, usb tilslutning, armlæn, isofix, bagagerumsdækken, dellæder, splitbagsæde, læderrat, airbag, abs, antispin, esp, servo, automatisk nødbremsesystem, mørktonede ruder i bag, lev. nysynet, service historik.

🟢 HAR DU EVENTUELT OVERVEJET ?
Udvidet garanti i op til 48 mdr.
Vinterhjul
Undervognsbehandling
Ladeboks
Kom gerne forbi butikken, eller giv os et kald på telefon.

🟢 ØKONOMI
Attraktiv finansiering tilbydes.
kontakt os for et skræddersyet tilbud.

🟢 FORHØR DIG OM
Serviceaftale I Randers
CarGarantie forsikring.

🟢 FOR NÆRMERE INFO

Ring til Tel: 87 95 98 99

Der tages Forbehold for taste fejl","Randers SØ, Østjylland",id4647,Detaljer,"Ebeltoftvej 1, 8960 Randers SØ",CVR-nr.: 28281986,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-business-5d/6307341
239.000 kr.,VW ID.41ST Pro 5d,"4/2021, 73.000 km, 490 km rækkevidde, El","Hos Autohuset Vestergaard er vi specialiseret i at hjælpe dig med dit næste bilkøb. 
Med over 40 års erfaring i køb og salg af alle slags biler, står vi klar til at hjælpe dig med lige netop dit behov i forbindelse med dit næste bilkøb. 
 
Hos Autohuset Vestergaard får du altid:
🚚 Serviceaftaler til alle brugte biler. Priser starter fra kun 130,- pr. måned! 💰 
💳 Attraktive finansieringsmuligheder med og uden betaling! 🏦💲 
💼Konkurrencedygtige forsikringer 
🔄 Vi tager alle biler i bytte! ♻️ 
💳 Mulighed for udvidet garanti  
 
🏁Klik ind på Autohuset Vestergaard.dk og Tryk på ""Kom igang"" for at se alle dine muligheder! Husk at du har 14 dages returret og gratis hjemmelevering ved onlinekøb! 🚀✨
Elektrisk info:
🔋 Elektrisk Rækkevidde jf. WLTP: 490 km.
🔋 Opladningstid 10-80 % via 135 kWh DC-hurtigladning: 27 min.
🔋 Opladningstid 0-100 % via 11 kWh AC-opladning: 8 timer 15 min
🔋 Batterikapacitet: 77,4 kWh

Highlight af udstyr:
⭐ Adaptiv Fartpilot 
⭐ Nøglefri døre, Nøglefri start 
⭐ Semi. Aut anhængertræk
⭐ Android Auto, Apple CarPlay 
⭐ Varme i rat 
⭐ Varmepump
⭐ LED for/baglygter 
⭐ Parkeringssensor for & bag  
⭐ Bakkamera 


Privatleasing af VW ID.4 Pro Performance 1st

36 mdr. og 15.000 km årligt. inkl. service og reprationsaftale 

Førstegangsydelse: 15.000 kr.
Din leasingydelse: 5.000 kr./md
Samlet omkostninger: 195.000 kr.

Merpris ved helårsdæk,  449 kr./md
Merpris for kaskoforsikring, 495 kr./md (Selvrisiko: 6.000 kr.)

Merpris ved 20.000 km/år, 500 kr./md
Merpris ved 25.000 km/år, 800 kr./md
Merpris ved 30.000 km/år, 1.200 kr./md

Forsikring forudsætter alder over 26 år, for fører under 26 er selvrisiko dobbelt.
Grøn ejerafgift opkræves af leasingselskab, som går efter SKATs takster. Leasingydelsen er ekskl. grøn ejerafgift.

Når du køber eller privatleaser en brugt bil ved Autohuset Vestergaard får du installation af ladeboksen helt gratis. Så vågner du altid op med et fuldt ladet batteri! 
Med Clever får du opladning, når det passer dig – derhjemme, på arbejdet, på indkøbsturen eller på Danmarks største ladenetværk.

Clever One m. ladeboks*
Abonnementspris: 799 kr./md + evt. energitillæg
Installation af ladeboks hjemme: 0 kr. (værdi 2.499 kr.) 
*Tilbuddet gælder frem til d. 30.11.2024. Ekstraomk. kan forekomme fx ved grave-eller stilladsarbejde. Læs mere på clever.dk/installation. Tilbuddene kan ikke kombineres med hinanden eller andre tilbud. Ladeløsningen udbydes af Clever A/S. 14 dages fortrydelsesret. Forudsætter BS betaling. Læs mere: clever.dk/vilkaar. Mindstepris i bindingsperiode (6 mdr.): 4794 kr. Installation: clever.dk/installationKrav til installation ved udskiftning: clever.dk/udskift-ladeboksEvt. energitillæg: Hvis indkøbsprisen på el overstiger 0,89 kr./kWh, pålægges et variabelt energitillæg den pågældende måned. Læs mere på clever.dk/energitillaeg. Tilbagebetaling: Fastsættes ud fra den gennemsnitlige strømpris mellem kl. 23-06 i måneden. Læs mere på clever.dk/tilbagebetaling. 

elektrisk parkeringsbremse, nightvision, db. airbags, motorkabinevarmer, AUX tilslutning, stofindtræk, træthedsregistrering, håndfrit til mobil, skiltegenkendelse, lane assist, automatisk nødbremsesystem, Apple CarPlay, Android Auto, 4x el-ruder, isofix, navigation, 2 zone klima, c.lås, aut., bakkamera, kørecomputer, multifunktionsrat, regnsensor, sædevarme, udv. temp. måler, højdejust. førersæde, kopholder, læderrat, splitbagsæde, 20"" Alufælge, svingbart træk (manuel), mørktonede ruder i bag, armlæn, auto. nedbl. Bakspejl, adaptiv fartpilot, nøglefri betjening, parkeringssensor, dæktryksmåler, DAB+ radio, digitalt cockpit, fuld LED forlygter, musikstreaming via bluetooth","Horsens, Østjylland",id2318,Detaljer,"Ormhøjgårdvej 2, 8700 Horsens",CVR-nr.: 18930579,https://www.bilbasen.dk/brugt/bil/vw/id4/1st-pro-5d/6269214
214.900 kr.,VW ID.4Pro Performance 1ST 5d,"5/2021, 92.000 km, 517 km rækkevidde, El","🟢 WLTP RÆKKEVIDDE 517 KM
🟢 BATTERI KAPACITET 77 KWH
🟢 LYNLADNING OP TIL 125 KW
🟢 10-80% NED TIL 29 MIN PÅ LYNLADER
🟢 AC LADNING MED 11 KW 10-100% PÅ 7, 30 TIMER
🟢 ADAPTIV FARTPILOT 
🟢 BAKKAMERA 
🟢 PARKERINGSSENSOR FOR OG BAG 
🟢 FULD LED FORLYGTER 
🟢 FJERNLYSASSISTENT 
🟢 SKILTEGENKENDELSE 
🟢 TRÆTHEDSREGISTREING 
🟢 VOGNBANEASSISTENT 
🟢 AUTOMATISK NØDBREMSE 
🟢 APPLE CARPLAY 
🟢 ANDROID AUTO 
🟢 DAB RADIO 
🟢 NAVIGATION 
🟢 DIGITALT COCKPIT 
🟢 SÆDEVARME 
🟢 VARME I RAT 
🟢 REGNSENSOR 
🟢 20"" ALUFÆLGE 

aut., airc., fuldaut. klima, 2 zone klima, fjernb. c.lås, fartpilot, kørecomputer, infocenter, auto. nedbl. bakspejl, udv. temp. måler, højdejust. førersæde, el-ruder, 4x el-ruder, el-spejle, el-klapbare sidespejle, el-klapbare sidespejle m. varme, el-spejle m/varme, dæktryksmåler, elektrisk parkeringsbremse, cd/radio, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, usb tilslutning, armlæn, isofix, bagagerumsdækken, dellæder, splitbagsæde, læderrat, airbag, abs, antispin, esp, servo, automatisk nødbremsesystem, mørktonede ruder i bag, lev. nysynet, service historik.

🟢 HAR DU EVENTUELT OVERVEJET ?
Udvidet garanti i op til 48 mdr.
Vinterhjul
Undervognsbehandling
Ladeboks
Kom gerne forbi butikken, eller giv os et kald på telefon.

🟢 ØKONOMI
Attraktiv finansiering tilbydes.
kontakt os for et skræddersyet tilbud.

🟢 FORHØR DIG OM
Serviceaftale I Randers
CarGarantie forsikring.

🟢 FOR NÆRMERE INFO

Ring til Tel: 87 95 98 99

Der tages Forbehold for taste fejl","Randers SØ, Østjylland",id4647,Detaljer,"Ebeltoftvej 1, 8960 Randers SØ",CVR-nr.: 28281986,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6308369
229.900 kr.,VW ID.4Pro Performance 5d,"10/2021, 80.000 km, 517 km rækkevidde, El","Hos Auto-House Hvidovre! - VW ID4 er den perfekte familiebil! ID.4 er en stor og rummelig SUV med en næsten lodret bagende, der giver gode pladsforhold i bagagerummet. Med en rækkevide på 517 km!

Udvalgt udstyr: 
✔ Svingbart Træk
✔ Varmepumpe
✔ Indbygget navigation 
✔ Apple Carplay og Android Auto 
✔ Parkeringssensor for og bag 
✔ Varme i forrude 
✔ Varme i rattet og forsæder 
✔ Adaptiv fartpilot 
✔ Mulighed for bakkamera (8000kr.)

Derudover: 
, 19"" alufælge, 2 zone klima, el-klapbare sidespejle m. varme, multifunktionsrat, armlæn, isofix, automatisk nødbremsesystem, vognbaneassistent, fjernb. c.lås, skiltegenkendelse, led kørelys,, kørecomputer, infocenter, udv. temp. måler, regnsensor, højdejust. førersæde, 4x el-ruder, dab radio, bluetooth, musikstreaming via bluetooth, digitalt cockpit, trådløs mobilopladning, usb tilslutning, bagagerumsdækken, kopholder, stofindtræk, splitbagsæde, automatisk lys, m.m

✔ Attraktiv finansiering tilbydes med og uden udbetaling!","Hvidovre, København",id1154,Detaljer,"Gammel Køge Landevej 471, 2650 Hvidovre",CVR-nr.: 27582028,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6270463
239.900 kr.,VW ID.4Pro Performance 5d,"6/2021, 51.000 km, 517 km rækkevidde, El","🔋 Teknisk data
🔋 Rækkevide: 517 km WLTP
🔋 Motor: 77 kWh (Netto)
🔋 Opladning: 0-80% på 38 minutter

⭐Udvalgt udstyr⭐:
✅ Svingbart anhængertræk 1.000kg. m. bremse.
✅ Adaptiv fartpilot m. vognbaneassistent
✅ Fuld led forlygter 
✅ Varmepumpe
✅ Sædevarme
✅ Fuldautomatisk klimaanlæg m. 2 zoner
✅ AppConnect - tilkobning med Apple CarPlay & Android Auto
✅ Digital cockpit
✅ Navigation

💸Finansieringsforslag: 💸
Udbetaling: 48.000kr. pr. måned: 2.649kr. i 96 mdr.
Uden udbetaling: 3.549kr. pr. måned i 96 mdr.

💥Vi tilbyder lån med både fast & variable rente!

✅ Vi tilbyder også gratis forsikringstjek på din nye bil!

🌟 Få en god byttepris på din gamle bil!

📍 Besøg os i Næstved!
Kom forbi Leif Nielsen Jensen A/S på Køgevej 16, 4700 Næstved og oplev denne bil på egen hånd. Vi står klar til at give dig en prøvetur og et godt tilbud!

📞 Kontakt os på 55 72 31 13 for mere info eller book en prøvetur direkte.

19"" alufælge, varme i rat, fjernb. c.lås, nøglefri betjening, kørecomputer, infocenter, udv. temp. måler, regnsensor, højdejust. førersæde, 4x el-ruder, el-klapbare sidespejle m. varme, parkeringssensor (bag), parkeringssensor (for), automatisk start/stop, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio,  multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, stofindtræk, splitbagsæde, automatisk lys, led kørelys, airbag, esp, abs, mørktonede ruder i bag, service ok","Næstved, Syd- og Vestsjælland",id1654,Detaljer,"Køgevej 16, 4700 Næstved",CVR-nr.: 38426516,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6267969
254.900 kr.,VW ID.4Pro Performance 5d,"7/2021, 21.000 km, 517 km rækkevidde, El","ID.4 med det store batteri og meget lavt kilometertal

Rækkevidde: 518 km. (WLTP)

-Honey Yellow metallak
-19"" alufælge
-LED forlygter
-Multifunktionsrat med varme
-Ambientebelysning
-Varme i forrude
-Adaptiv fartpilot
-Vognbane assistent
-Varme i forruden
-Dab radio
-App-Connect m/Apple Carplay
-Navigation discover pro
-Varmepumpe

aut.gear/tiptronic, alu., 19"" alufælge, varme i rat, airc., 2 zone klima, elektrisk kabinevarmer, c.lås, fjernb. c.lås, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, el-ruder, 4x el-ruder, el-klapbare sidespejle m. varme, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab+ radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, stofindtræk, splitbagsæde, læderrat, automatisk lys, led kørelys, airbag, abs, esp, servo, vognbaneassistent, automatisk nødbremsesystem, tagræling, mørktonede ruder i bag, lev. nysynet.

🏦 Vi tilbyder finansiering med og uden udbetaling.

Kontakt os, så laver vi hurtigt en beregning. 🖥 carplace.dk - 📞 69 155 888

Inkl. leveringsomkostninger, Nummerpladegebyr kr. 1680,-","Hillerød, Nordsjælland",id11929,Detaljer,"Vølundsvej 1, 3400 Hillerød",CVR-nr.: 38320386,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6267713
289.900 kr.,VW ID.4Pro Performance 1ST Max 5d,"5/2021, 32.000 km, 490 km rækkevidde, El","Highlights:
⭐LED Matrix forlygter - IQ.Light
⭐glastag
⭐Varmepumpe
⭐21"" alufælge
⭐svingbart træk
⭐nøglefri betjening
⭐el indst. forsæder m. memory
⭐adaptiv fartpilot m. travel assist
⭐el betjent bagklap
⭐apple carplay

 🔋77kwh - 510 km rækkevidde🔋 

LED Matrix forlygter - IQ.Light, glastag, Varmepumpe, 21"" alufælge, svingbart træk, nøglefri betjening, el indst. forsæder m. memory, adaptiv fartpilot m. travel assist, el betjent bagklap, el-klapbare sidespejle m. varme, 4x el-ruder, navigation, bluetooth, apple carplay, android auto, headup display, digitalt cockpit, automatisk nødbremsesystem, blindvinkelsassistent, vognbaneassistent, skiltegenkendelse, træthedsregistrering, elektrisk parkeringsbremse, 360° kamera, parkeringssensor, 3 zone klima, kørecomputer, infocenter, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, multifunktionsrat, læderrat, usb tilslutning, armlæn, isofix, splitbagsæde, tagræling, mørktonede ruder i bag","Tønder, Syd- og Sønderjylland",id2089,Detaljer,"Ribe Landevej  55, 6270 Tønder",CVR-nr.: 39632217,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-max-5d/6264312
229.900 kr.,VW ID.4Pro Performance 1ST 5d,"6/2021, 65.000 km, 490 km rækkevidde, El","⭐⭐⭐BILEN KAN MONTERES MED ELEKTRISK-SVINGBART TRÆK FOR 12.500 KR.⭐⭐⭐

✅Bakkamera
✅Dellæder - alcantara/læder
✅Drejeassistent
✅Fjernlysassistent
✅Frontassist
✅LED-baglygter
✅LED-forlygter
✅Medie- og internetpakke
✅Mørke ruder bag
✅Navigation
✅Nøglefri adgang
✅Parkeringshjælp for og bag
✅Skiltegenkendelse
✅Sort tag
✅Træthedsregistrering
✅Undvigeassistent
✅Vognbaneassistent
✅Wireless Apple CarPlay/Android Auto
✅20"" alufælge","Silkeborg, Østjylland",id10384,Detaljer,"Mørksøvej 1, 8600 Silkeborg",CVR-nr.: 41193220,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6363142
269.900 kr.,VW ID.4Pro Performance Family 5d,"6/2021, 13.000 km, 489 km rækkevidde, El","Pæn og velholdt ID.4 med det store batteri, lavt kilometertal og masser af udstyr

Landsdækkende GO SAFE Electric garanti tilbydes til denne bil:
✅ 12 mdr. kr. 3.495, -
✅ 24 mdr. kr. 6.995, -
✅ 36 mdr. kr. 9.995, -

Rækkevidde: 489 km. (WLTP)

-Hvid metallak
-19"" alufælge
-Panorama soltag
-Matrix LED forlygter
-Bakkamera
-Sæder i læder/alcantara
-Nøglefri betjening
-Multifunktionsrat med varme
-Ambientebelysning
-Varme i forruden
-Tonede ruder
-Adaptiv fartpilot
-Vognbane assistent
-Vejskiltegenkendelse
-Tyverialarm
-Dab radio
-App-Connect m/Apple Carplay
-Navigation discover pro

Aut.gear/tiptronic, alu., 19"" alufælge, varme i rat, fuldaut. klima, 3 zone klima, elektrisk kabinevarmer, alarm, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, glastag, el-ruder, 4x el-ruder, el-klapbare sidespejle m. varme, bakkamera, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab+ radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, læderindtræk, splitbagsæde, læderrat, automatisk lys, fjernlysassistent, kurvelys, led kørelys, fuld led forlygter, airbag, abs, servo, esp, vognbaneassistent, automatisk nødbremsesystem, tagræling, mørktonede ruder i bag, ikke ryger, lev. nysynet.

🏦 Vi tilbyder finansiering med og uden udbetaling.

Kontakt os, så laver vi hurtigt en beregning. 🖥 carplace.dk - 📞 69 155 888

Den annonceret pris er inkl. leveringsomkostninger, ekskl. nummerpladegebyr kr. 1680, -","Hillerød, Nordsjælland",id11929,Detaljer,"Vølundsvej 1, 3400 Hillerød",CVR-nr.: 38320386,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-family-5d/6262016
249.900 kr.,VW ID.4Pro Performance 1ST 5d,"7/2021, 40.000 km, 490 km rækkevidde, El","Meget velholdt Id.4 1.st med en god rækkevide op til km 495. 

Denne bil kan Finansieres med vores populære grønne billån med en fast rente  på 3,99%

Svingbart træk til kg. 1.000


Varmepumpe
CCS DC hurtiglader
3 Faset AC lader 

✔️Adaptiv fartpilot 
✔️Rat og sædevarme
✔️20""  alu
✔️Fuld LED forlygter
✔️Navigation
✔️Apple CarPlay
✔️Bak Kamera 
✔️Parkerings sensor for og bag 
✔️elektrisk kabinevarmer med app styring 


, automatisk nødbremsesystem, vognbaneassistent, skiltegenkendelse, træthedsregistrering, adaptiv fartpilot, dæktryksmåler, airbag, abs, antispin, esp

, fuld led forlygter, led kørelys, automatisk lys, auto. nedbl. bakspejl, udv. temp. måler, regnsensor

, bakkamera, parkeringssensor (bag), parkeringssensor (for), el-klapbare sidespejle m. varme

, varme i rat, 2 zone klima, elektrisk kabinevarmer, motorkabinevarmer, sædevarme, 4x el-ruder

, dab radio, navigation, multifunktionsrat, bluetooth, musikstreaming via bluetooth, android auto, apple carplay, usb tilslutning

, højdejust. førersæde, læderrat, splitbagsæde, dellæder, kopholder, bagagerumsdækken, isofix, armlæn

, fjernb. c.lås, kørecomputer, startspærre, 20"" alufælge, tonede ruder, mørktonede ruder i bag, lev. nysynet

, træk, aftag. træk, svingbart træk (manuel)","Langå, Østjylland",id7312,Detaljer,"Randersvej 65, 8870 Langå",CVR-nr.: 44243350,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6258687
229.700 kr.,VW ID.4Pro Performance 1ST 5d,"3/2021, 55.000 km, 490 km rækkevidde, El","Lokation: Svendborgvej 100, 5260 Odense S

Højdepunkter:
⭐Adaptiv fartpilot m. Lane assist & Front assist
⭐Bakkamera m. Parkeringssensor i for & bag 
⭐Navigation m. Apple Carplay & Android Auto
⭐El. Klapbare sidespejle m. varme 

Hos Autohuset Vestergaard er vi specialiseret i at hjælpe dig med dit næste bilkøb. 
Med over 40 års erfaring i køb og salg af alle slags biler står vi klar til at hjælpe dig med lige netop dit behov i forbindelse med dit næste bilkøb. 

Hos Autohuset Vestergaard får du altid:
🚚 Serviceaftaler til alle brugte biler. Priserne starter fra kun 130,- pr. måned! 
💳 Attraktive finansieringsmuligheder med og uden udbetaling! 
💼 Konkurrencedygtige forsikringer 
🔄 Vi tager alle biler i bytte! 
💳 Mulighed for udvidet garanti  
 
🏁 Klik ind på Autohuset Vestergaard.dk og tryk på ""Kom igang"" for at se alle dine muligheder! Husk du har 14 dages returret og gratis hjemmelevering ved onlinekøb! 🚀

🚗💨 Oplev VW ID.4 Pro Performance Business – en elektrisk SUV, der kombinerer stil og kraft! ⚡️ Med en imponerende rækkevidde og lynhurtig opladning er denne bil perfekt til både bykørsel og længere ture. 🌍💚 Interiøret byder på luksuriøse materialer og avanceret teknologi, som giver en førsteklasses køreoplevelse. 🛋️📱 Pladsen er generøs, både for passagerer og bagage, hvilket gør den ideel til familier. 👨‍👩‍👧‍👦🚀 Køreegenskaberne er sublime, med en jævn acceleration og en stille, komfortabel tur. 🔋✨ VW ID.4 Pro Performance Business er designet med fokus på både sikkerhed og bæredygtighed. 🛡️♻️ Skift til en grønnere fremtid med stil og ydeevne i topklasse! 🌟🛤️. 

1 ejer, db. airbags, nysynet, motorkabinevarmer, AUX tilslutning, håndfrit til mobil, skiltegenkendelse, DAB radio, automatisk nødbremsesystem, Apple CarPlay, Android Auto, 4x el-ruder, isofix, fuldaut. klima, ESP, ABS, navigation, airbag, antispin, c.lås, fjernb. c.lås, bakkamera, kørecomputer, multifunktionsrat, regnsensor, servo, sædevarme, udv. temp. måler, USB tilslutning, højdejust. førersæde, kopholder, armlæn, el-klapbare sidespejle m. varme, nøglefri betjening, parkeringssensor, automatisk lys, dæktryksmåler, digitalt cockpit, infocenter, musikstreaming via bluetooth","Odense S, Fyn",id10581,Detaljer,"Svendborgvej 100, 5260 Odense S",CVR-nr.: 18930579,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6251828
226.900 kr.,VW ID.4Pro Performance 5d,"7/2021, 65.600 km, 500 km rækkevidde, El","Elektrisk info:
🔋 Elektrisk Rækkevidde jf. WLTP: 500 km.
🔋 Opladningstid 10-80 % via 135 kWh DC-hurtigladning: 27 min.
🔋 Opladningstid 0-100 % via 11 kWh AC-opladning: 8 timer 15 min
🔋 Batterikapacitet: 77,4 kWh

Highlight af udstyr:
⭐ Adaptiv fartpilot m. Lane assist & front assist
⭐ Bakkamera m. parkeringssensor i for & bag
⭐ 12,9” Infotainment system med navigation, Apple Carplay & Android Auto
⭐ Opgraderet kabine med læder & Alcantara  
⭐ Bakkamera samt parkeringssensor for og bag 
⭐ Full LED forlygter
⭐ Varme i rat og forsæder
⭐ 20” originale WV alufælge
⭐ Digital instrumentering
⭐ El foldbare sidespejle med varme 
⭐ Ambient belysning
⭐ USB-C ladestik ved både for og bagsæder
⭐ Sort lofthimmel
⭐ Mørktonede ruder
⭐ Armlæn i bag med kopholder og skilem

Hos Autohuset Vestergaard er vi specialiseret i at hjælpe dig med dit næste bilkøb. 
Med over 40 års erfaring i køb og salg af alle slags biler, står vi klar til at hjælpe dig med lige netop dit behov i forbindelse med dit næste bilkøb. 
 
Hos Autohuset Vestergaard får du altid:
🚚 Serviceaftaler til alle brugte biler. Priser starter fra kun 130,- pr. måned! 💰 
💳 Attraktive finansieringsmuligheder med og uden betaling! 🏦💲 
💼Konkurrencedygtige forsikringer 
🔄 Vi tager alle biler i bytte! ♻️ 
💳 Mulighed for udvidet garanti  
 
🏁Klik ind på Autohuset Vestergaard.dk og Tryk på ""Kom igang"" for at se alle dine muligheder! Husk at du har 14 dages returret og gratis hjemmelevering ved onlinekøb! 🚀✨. 

1 ejer, blindvinkelsassistent, db. airbags, nysynet, motorkabinevarmer, AUX tilslutning, håndfrit til mobil, skiltegenkendelse, automatisk nødbremsesystem, Apple CarPlay, Android Auto, 4x el-ruder, isofix, fuldaut. klima, ESP, ABS, navigation, airbag, antispin, c.lås, fjernb. c.lås, el-spejle, bakkamera, kørecomputer, multifunktionsrat, regnsensor, servo, sædevarme, udv. temp. måler, USB tilslutning, højdejust. førersæde, kopholder, armlæn, nøglefri betjening, parkeringssensor, automatisk lys, dæktryksmåler, infocenter, musikstreaming via bluetooth","Horsens, Østjylland",id2318,Detaljer,"Ormhøjgårdvej 2, 8700 Horsens",CVR-nr.: 18930579,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6251813
