Model,Pris,Kørte_kilometer,Link_til_bil
VW ID.4 Pro Performance NAVI LED PDC SPURH KLIMAA,"28.880 €ab 380€ finanzieren ↗●●●○○ Fair Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance NAVI LED PDC SPURH KLIMAA●●●○○ Fair Preis: 28.880 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 18910 kmAusstattung / Eigenschaften: ABS, Klimaanlage, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Scheckheftgepflegt, Servolenkung, Fensterheber×",18.910 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1875143297&num_on_page=4&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 GTX 4Motion AHK/21''/Wärmep./Assist/Infot+/DCC,"43.901 €ab 579€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 GTX 4Motion AHK/21''/Wärmep./Assist/Infot+/DCC●○○○○ Hoher Preis: 43.901 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 13629 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Partikelfilter, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",13.629 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1839682392&num_on_page=5&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
"VW ID.4 Pro GOAL 77 kWh AHK,ACC,KAMERA,VZE,LED,NAVI","53.643 €ab 707€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro GOAL 77 kWh AHK,ACC,KAMERA,VZE,LED,NAVI●○○○○ Hoher Preis: 53.643 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907949560&num_on_page=1&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
VW ID.4 W Pro Performance Family ACC SHZ LED Navi,"29.604 €ab 390€ finanzieren ↗●●○○○ Erhöhter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 W Pro Performance Family ACC SHZ LED Navi●●○○○ Erhöhter Preis: 29.604 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 88459 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Fensterheber×",88.459 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910250521&num_on_page=2&page=50&search_id=56381595&title=VW+ID.4+gebraucht+kaufen
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
VW ID.4 Pro GOAL 210 kW (286 PS) 77 kWh,"56.155 €ab 740€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro GOAL 210 kW (286 PS) 77 kWh●○○○○ Hoher Preis: 56.155 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1853272415&num_on_page=1&page=51&premium=false&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro |AHK|Massage|WPumpe|CarPlay|360|SpurH,"43.435 €ab 572€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro |AHK|Massage|WPumpe|CarPlay|360|SpurH●○○○○ Hoher Preis: 43.435 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 5942 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",5.942 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1902235322&num_on_page=2&page=51&premium=false&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen GTX 4MOTION Design- Komfort-Info Plus Winterräder,707 €/ Monat,1 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1907180439&num_on_page=3&page=51&premium=false&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro |AHK|WPumpe|CarPlay|MATRIX|LM|KlimaA,"38.635 €ab 509€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro |AHK|WPumpe|CarPlay|MATRIX|LM|KlimaA●○○○○ Hoher Preis: 38.635 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 14490 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Klimaanlage, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",14.490 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1899978263&num_on_page=1&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 77 kWh Pro Performance NAV*RFK*LANE*19Z*ACC,"41.500 €ab 547€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 77 kWh Pro Performance NAV*RFK*LANE*19Z*ACC●○○○○ Hoher Preis: 41.500 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 15500 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung×",15.500 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1858080833&num_on_page=2&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance 150 kW AHK 360° Matrix,"37.430 €ab 493€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance 150 kW AHK 360° Matrix●○○○○ Hoher Preis: 37.430 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 22894 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",22.894 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1885879147&num_on_page=3&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro Performance KAMERA+LED+NAVI,"29.990 €ab 394€ finanzieren ↗●●○○○ Erhöhter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro Performance KAMERA+LED+NAVI●●○○○ Erhöhter Preis: 29.990 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 26640 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",26.640 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1879212312&num_on_page=4&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pure Style MATRIX+ACC+MEMORY+NAVI+KAMERA,"26.980 €ab 355€ finanzieren ↗●●●○○ Fair Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pure Style MATRIX+ACC+MEMORY+NAVI+KAMERA●●●○○ Fair Preis: 26.980 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 23.900 €●●●●○ Guter Preis: 23.900 € zu 25.200 €●●●○○ Fair Preis: 25.200 € zu 27.900 €●●○○○ Erhöhter Preis: 27.900 € zu 29.200 €●○○○○ Hoher Preis: 29.200 € zu 53.100 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 109 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 43937 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Lederinterieur, Scheckheftgepflegt×",43.937 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1638055096&num_on_page=5&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Elektro Pro Performance AHK/Wärmepumpe/19'',"32.980 €ab 434€ finanzieren ↗●●○○○ Erhöhter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Elektro Pro Performance AHK/Wärmepumpe/19''●●○○○ Erhöhter Preis: 32.980 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 8796 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie×",8.796 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1879216950&num_on_page=1&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro Performance 1st Navi Pro AHK LED ACC PD,"26.890 €ab 354€ finanzieren ↗●●●○○ Fair Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro Performance 1st Navi Pro AHK LED ACC PD●●●○○ Fair Preis: 26.890 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 68259 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",68.259 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1897403024&num_on_page=2&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro GOAL 77 kWh 1-Gang-Automatik NAVI LM,"57.585 €ab 758€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro GOAL 77 kWh 1-Gang-Automatik NAVI LM●○○○○ Hoher Preis: 57.585 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1879197634&num_on_page=3&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
"VW ID.4 Volkswagen GTX 4MOTION *IQ.LIGHT*AR-HuD*Pano*21""*360°","43.890 €ab 578€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen GTX 4MOTION *IQ.LIGHT*AR-HuD*Pano*21""*360°●○○○○ Hoher Preis: 43.890 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 18340 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",18.340 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1899811484&num_on_page=4&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro GOAL 210 kW (286 PS) 77 kWh 1-Gang-Automatik,"56.155 €ab 740€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro GOAL 210 kW (286 PS) 77 kWh 1-Gang-Automatik●○○○○ Hoher Preis: 56.155 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1841482263&num_on_page=5&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro Navi Pro Pano BSD IQ-LED Area View 19LM,"37.490 €ab 493€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro Navi Pro Pano BSD IQ-LED Area View 19LM●○○○○ Hoher Preis: 37.490 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 21855 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Fensterheber×",21.855 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910522921&num_on_page=1&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
"VW ID.4 Volkswagen ProPerformance+JETZT ab 2,74% Zins+","38.250 €ab 504€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen ProPerformance+JETZT ab 2,74% Zins+●○○○○ Hoher Preis: 38.250 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 6000 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Partikelfilter, Regensensor, Scheckheftgepflegt, Schiebedach, Servolenkung, Fensterheber×",6.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1894260169&num_on_page=2&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen ID4_AHK_A+K Paket_ID-Sitze_GJ-Reifen_Lieferung m,"35.900 €ab 474€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen ID4_AHK_A+K Paket_ID-Sitze_GJ-Reifen_Lieferung m●○○○○ Hoher Preis: 35.900 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 19900 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",19.900 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1902663592&num_on_page=3&page=51&search_id=56381702&title=VW+ID.4+gebraucht+kaufen
