Model,Pris_DKK,Kilometer_kategori,Land
VW ID.4 Volkswagen Pro Performance 1st Max MatrixLEDPanoSitz.Lenk,324540.625,27300,Tyskland
VW ID.4 Volkswagen Pure Performance 52 kWh 125 kW Pure Pure,269969.375,26450,Tyskland
VW ID.4 PRO PERFORMANCE NAVI LED AHK ACC APPCONNECT,408725.625,14700,Tyskland
VW ID.4 Pro Performance Automatik NAVI AHK PDC,343156.3125,12170,Tyskland
VW ID.4 PURE 52 kWh 148 PS NAVILEDKEYLESSPDC,226293.75,32960,Tyskland
VW ID.4 Pro Performance CCSWÄRMEPUMPEMATRIXKAMERA,353781.875,9108,Tyskland
VW ID.4 Pro Performance,400344.375,9500,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW NAvi 1. Hand Alu,316531.875,26000,Tyskland
VW ID.4 Pro Performance NAV PANO MATRIX 4xKAM HEAD,381076.8125,9900,Tyskland
VW ID.4 Pure 52 kWh ACC CLIMATR APP CCS PDC LED,342374.0625,10,Tyskland
VW ID.4 Volkswagen Pro Performance IQLight HUD AHK 21Z,363094.375,20920,Tyskland
VW ID.4 GTX 220KWPANODACHAHKAREA VIEW,381719.375,10600,Tyskland
VW ID.4 Pro Performance AHK RearView IQLight Navi AC,446534.375,300,Tyskland
VW ID.4 Pro Performance 1st,269038.125,62800,Tyskland
VW ID.4 Volkswagen GTX 4Motion AHKNAVIASSISTWÄRMEPUMPE,435731.875,7900,Tyskland
VW ID.4 Pro Performance Fahrschulfahrzeug,409284.375,20011,Tyskland
VW ID.4 Pure NAVI LED PDC SPURH KLIMAA SOUNDSYS,226759.375,21684,Tyskland
"VW ID.4 Pro 4MOTION Anhängerkupplung, Navigationssystem",484063.75,19700,Tyskland
"VW ID.4 Pro Performance AHK, 19",465531.875,4500,Tyskland
VW ID.4 Pure NaviIQLightACCShzg.PDC19,245384.375,32000,Tyskland
VW ID.4 Volkswagen Performance Upgrade Pure,254128.81250000003,15620,Tyskland
VW ID.4 Pure 125 kW Goal IQLIGHTNAVSHZACCPARKLENKKAMERAEL.HECKKL19,438693.25000000006,10,Tyskland
VW ID.4 PRO MOVE 286 PS NAVI AHZV,511721.875,5,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh InfoNavi19LED,249575,35080,Tyskland
VW ID.4 FIRST EDITION MATRIX WÄRMEPUMPE PANO AHK,323795.625,39686,Tyskland
VW ID.4 Volkswagen PURE NAVIPRO LED DAB APPCON CLIMATRONIC,208879.375,26530,Tyskland
"VW ID.4 Volkswagen Pro Performance 15077 359,ohne Anzahlung",316150.0625,7886,Tyskland
VW ID.4 GTX Automatik DCCIQ.LIGHTPANORAMADACH,418410.625,11000,Tyskland
VW ID.4 Volkswagen Elektro Pro Performance MatrixNAVACCSH,288501.25,28630,Tyskland
VW ID.4 Volkswagen GTX 4 MOTION️AKTION BIS 23.12.️FREI KONFIGURIERBAR,4088187.5,1,Tyskland
VW ID.4 Volkswagen PURE LM18 WÄRMEPUMPE NAVIPRO SITZH ACC,224896.875,26595,Tyskland
VW ID.4 Pro Performance AHK Navi Matrix Kamera,360952.5,20120,Tyskland
VW ID.4 Volkswagen Performance Pure LED Navi AppConnect,250413.125,19559,Tyskland
VW ID.4 Pro Goal ACC KAM el.Heck KeyLess KlimaA,534472.3125,0,Tyskland
VW ID.4 PRO PERFORMANCE WÄRMEPUMPE 82kWh KAMERA AHK,284869.375,56996,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW Alu Navi DAB LED,228994.375,60746,Tyskland
VW ID.4 Volkswagen Pure NaviIQLightACCShzg.PDC19,239796.875,32000,Tyskland
VW ID.4 Volkswagen Pro AHKMatrixACCCarPlayLM3xKlimaPano,341433.5,20251,Tyskland
VW ID.4 Volkswagen NAVISHZACCLED Pure 109 kW City,223220.625,27227,Tyskland
VW ID.4 Pro Performance mit InfotainmentPaket,343445,10386,Tyskland
VW ID.4 Volkswagen GTX ACC Kamera 360 Wärmepumpe,353679.4375,29644,Tyskland
VW ID.4 1st MAX MATRIX NAVI WÄRMEPUMPE PANO AHK,336088.125,18501,Tyskland
VW ID.4 Volkswagen Pure LED NAVI DAB PDC KLIMA ESP BT BC,2803062.5,26182,Tyskland
"VW ID.4 Volkswagen Pro 77 kWh Navi, Achteruitrijcamera, ACC, K",366214.0625,45498,Tyskland
VW ID.4 Volkswagen Pro Performance Navi AHK LED Heckleuchten Sitzheizung Leichtmetallfelgen Pro Perfo,3399062.5,22969,Tyskland
VW ID.4 Volkswagen Pro Performance SportKomfort20MatrixWäremep,334318.75,26880,Tyskland
VW ID.4 PRO UPE70 LM21 PANO AHK KAMERA,368681.875,29963,Tyskland
"VW ID.4 Volkswagen 1st Max Pro Performance 77 kWh,AHK,HR",279281.875,71000,Tyskland
VW ID.4 PRO Family 150KW77kWh CCS Wärmepumpe Navi LED Panorama Kamera Automatik 1Gang für eFahrzeuge,279188.75,70811,Tyskland
VW ID.4 Pro Performance 150kW 1GangAutomatik,371475.625,16420,Tyskland
VW ID.4 Pro 77 kWh 210 kW Goal 5 Türen,520335.9375,0,Tyskland
VW ID.4 150 kW Pro Performance mit InfotainmentPak,414313.125,4592,Tyskland
VW ID.4 GTX 4 MOTION,445696.25,17255,Tyskland
"VW ID.4 Volkswagen 150 kW Pro Performance Wärmepumpe, Panorama",372490.6875,1250,Tyskland
VW ID.4 PRO PERFORMANCE LM20 AHK KAMERA IQ.LIGHT,339347.5,39804,Tyskland
VW ID.4 Volkswagen Pro Performance AHK Wärmepumpe Keyless 360,396582.125,3567,Tyskland
VW ID.4 Pro Performance Navi AHK LED ACC PDC Klima,297906.875,25649,Tyskland
VW ID.4 Volkswagen Pro FIRST EDITION AHK KLIMA LED NAVI ALU,265825.3125,53790,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh CCS ACC,275650,47499,Tyskland
VW ID.4 Pro Performance 77kWh AHKNAVICLIMATRONIC,291388.125,40748,Tyskland
VW ID.4 Pure W LED KlimaA PDC AUT SpurH,228612.56250000003,20226,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW,199753.125,176650,Tyskland
VW ID.4 Volkswagen Pro Performace KLIMA LED NAVI ALU,368681.875,20000,Tyskland
VW ID.4 Volkswagen Pro Performance Navi Pano AHK IQLED ACC PD,361231.875,34813,Tyskland
VW ID.4 Pro Performance First Edition Bluetooth Navi,279188.75,27530,Tyskland
VW ID.4 Volkswagen Pure 170PS Autom. NaviLED CCS,212325,49960,Tyskland
VW ID.4 Volkswagen Pro AHKCarPlayMATRIXLMKlimaASoundSys,356715.3125,9582,Tyskland
VW ID.4 Volkswagen Pure 125 kW 170 PS 52 kWh 1GangAutomatik,2970687.5,1,Tyskland
VW ID.4 Volkswagen PURE AHK NAVI LED APPCONNECT PDC,216888.125,27019,Tyskland
VW ID.4 Volkswagen Pure 149PS Automatik Info NaviLED CCS,212325,26970,Tyskland
VW ID.4 PRO PERFORMANCE LM20 AHK KAMERA IQ.LIGHT,339347.5,39804,Tyskland
VW ID.4 Volkswagen Performance Upgrade Pure,269401.3125,22072,Tyskland
VW ID.4 Volkswagen Pro AHKCarPlayMATRIXLMKlimaASoundSys,353269.6875,8857,Tyskland
"VW ID.4 Volkswagen Pro Perf. TECH Pano,massage,AHK, Wärmepumpe",311968.75,37500,Tyskland
VW ID.4 Pro Perf. 20 AHK ACC IQ.LIGHT,362442.5,22061,Tyskland
VW ID.4 Pure PerformanceMATRIXACCRFKAPPNAVPDC,334970.625,6500,Tyskland
VW ID.4 Volkswagen Pro GOAL AHKKAMERANAVIKLIMAIQ.LIGHTTSR,498684.375,150,Tyskland
VW ID.4 Pro Performance Tech MatrixPanoTravelAssist,366819.375,58500,Tyskland
VW ID.4 Pro Performance CCSAHKKAMERAMATRIXACC,353781.875,8703,Tyskland
VW ID.4 Pro Performance NAVI LED ACC PDC SPURH SHZ,278350.625,24619,Tyskland
VW ID.4 Pro Move LED Navi AHK SHZ ACC CCS AHKklappbar El. Heckklappe Apple CarPlay,519525.75000000006,10,Tyskland
VW ID.4 PRO UPE65 PANO AHK KAMERA,377528.75,19985,Tyskland
VW ID.4 Volkswagen Pro MATRIX Wärmepumpe AHK 20 NP 60.949,351546.875,17013,Tyskland
VW ID.4 Volkswagen PRO PERFORMANCE NAVI PANO LM21 AHK,418690,19189,Tyskland
VW ID.4 ProAHKWKR,519525.75000000006,11,Tyskland
VW ID.4 Pure GOAL 125 kW 170 PS 52 kWh 1GangAutomatik,457802.5,0,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,492864.0625,0,Tyskland
VW ID.4 Pro Performance AHKIQLACCNAV20RCAM,325285.625,31400,Tyskland
VW ID.4 Pro Performance NAVI LED PDC AUT,250971.875,36136,Tyskland
VW ID.4 Pro Perf. 20 AHK ACC IQ.LIGHT,362442.5,22061,Tyskland
VW ID.4 PRO SILVER 82kWh LED APPCONNECT SITZH AHK,272390.625,61339,Tyskland
VW ID.4 Volkswagen 1st Max Pro Perf W.PUMPE AHK PANO DCC HUP,413884.75,47000,Tyskland
VW ID.4 Pro KLIMA LED NAVI ALU,481316.5625,0,Tyskland
VW ID.4 Volkswagen GTX 220KWPANODACHAHKAREA VIEW,381719.375,10600,Tyskland
VW ID.4 Volkswagen ID4 Pro Perf. 1st Max AHK Pano ACC Area Kessy 21,379391.25,13500,Tyskland
"VW ID.4 Volkswagen ProPerformanceJETZT ab 2,74 Zins",356203.125,6000,Tyskland
VW ID.4 Volkswagen GTX 4MOTION INFOKOMFORTASSISTENZWÄRMEP,378739.375,9998,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW 82kWh AHK PDC LED,307219.375,23500,Tyskland
VW ID.4 Pro Performance AHK Wärmepumpe Keyless 360Kamera IQLight Navi DCC ACC SideLane Assist Carplay,396591.4375,3567,Tyskland
VW ID.4 Volkswagen Pro Perform. 150 kW top Zustand AHKPanoram,334318.75,15800,Tyskland
"VW ID.4 Volkswagen 4Motion GTX , AHK, WP, DCC, 21,",380788.125,32400,Tyskland
VW ID.4 Volkswagen Pro Performance Navi AHK LED Heckleuchten Sitzheizung Leichtmetallfelgen Pro Perfo,3399062.5,22969,Tyskland
VW ID.4 Volkswagen PURE LM19 WÄREMPUMPE NAVIPRO LED PDC,219309.375,32152,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW 82kWh Aut. AHK ACC,292878.125,35000,Tyskland
VW ID.4 Volkswagen Pro Performance KAMERA AHK LED ACC WÄRMEP,352478.125,13500,Tyskland
VW ID.4 Pro Performance,279095.625,50619,Tyskland
VW ID.4 Volkswagen Pro 286 PS,3771562.5,1,Tyskland
"VW ID.4 Pure Performance Navi, LED, CCS, ACC",232626.25,39500,Tyskland
VW ID.4 GTXAHKNAVRFKACCLEDAPPPDCDAB,368030,19000,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,353409.375,9090,Tyskland
VW ID.4 Pro GOAL AHKWÄRMENAVWR,499736.68750000006,10,Tyskland
VW ID.4 Volkswagen PRO MAX 150 kW AIDHUDPANOMATRIXAHK,307303.1875,53066,Tyskland
"VW ID.4 Volkswagen Pro Performance LEDMatrix, AHK, Massagesitze ...",325006.25,44900,Tyskland
VW ID.4 Volkswagen Pro Perform. 77 kWh 150 kW,337112.5,29800,Tyskland
VW ID.4 Pro Performance 150 kW SHZ Matrix Kamera,358810.625,6256,Tyskland
VW ID.4 Pro Performance LED ACC Navi AppConnect,269690,34200,Tyskland
VW ID.4 GTX 4Motion 220 kW,397550.625,19500,Tyskland
VW ID.4 Pro Performance NAVI LED ACC AHK,351537.5625,25917,Tyskland
VW ID.4 Volkswagen PRO SHZAHKWÄPUACCNAVILED Pro Performance 150,260470.625,68180,Tyskland
VW ID.4 Volkswagen PRO PERFORMANCE 150KW77kWh WÄRMEPUMPE LED,318673.75,526,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,520335.9375,0,Tyskland
VW ID.4 Pro Perf. 1st Max 21 WÄRMEP. ACC MATRIX PANO,303960,55219,Tyskland
VW ID.4 GTXAHKNAVRFKACCLEDAPPPDCDAB,368030,19000,Tyskland
VW ID.4 PURE LM19 WÄRMEPUMPE NAVIPRO SITZHZ,240728.125,56418,Tyskland
VW ID.4 Volkswagen Pro AHK IQ.Light,4637625,1,Tyskland
VW ID.4 Volkswagen Pro Performance AHK Navi LED 5 Jah,352943.75,7700,Tyskland
VW ID.4 Pure NaviIQLightACCShzg.PDC19,245384.375,32000,Tyskland
VW ID.4 Volkswagen Basis Pro Performance 150 kW 204 PS 77 kW,493143.4375,5000,Tyskland
VW ID.4 Pure Navigation Einparkhilfe,214094.375,26854,Tyskland
VW ID.4 Volkswagen 220 kW GTX 4Motion,456219.375,5878,Tyskland
VW ID.4 Pro Performance,325751.25,11161,Tyskland
VW ID.4 Pro Performance MATRIXLED ACC NAVI AHK 20 PARKASS KEYLESS SHZ,373896.875,6300,Tyskland
VW ID.4 150 kW Pro Performance 1st,316531.875,18961,Tyskland
VW ID.4 Pure Performance NaviLED19quotLM,277000.3125,14865,Tyskland
VW ID.4 Volkswagen Pro elektr.AHKAppleCarPlayNAVI,297720.625,31600,Tyskland
VW ID.4 Volkswagen GTX 4MOTION VOLLAUSSTATTUNG,352943.75,6800,Tyskland
VW ID.4 Pro Hagelschaden AHK Pano HeadUP Area View,296957,13600,Tyskland
VW ID.4 Volkswagen Pro Performance DesignKomfort IQ.LED,418131.25,3190,Tyskland
VW ID.4 Volkswagen GTX ACC Kamera 360 Wärmepumpe,335054.4375,29644,Tyskland
VW ID.4 Volkswagen GTX AHKMassageWPumpeCarPlay360HUDPDC,418922.8125,3668,Tyskland
VW ID.4 Pure Navi LED PDC GRA LaneAssist,222354.5625,18937,Tyskland
VW ID.4 Volkswagen Pure Performance 125kw LEDNAVIACCSHZCCS,240541.875,47472,Tyskland
VW ID.4 Volkswagen Pro Performance 204PS 77kWh CCS19Wärmepumpe,278443.75,55916,Tyskland
"VW ID.4 Volkswagen Pro Perfo, Matrix, WäPu, AHK, Pano, 20 AS",360859.375,27000,Tyskland
VW ID.4 Volkswagen Pro GOAL hAHKKlimaNavi,5056687.5,1,Tyskland
VW ID.4 PURE NAVILEDACCSHZ,255274.25,11600,Tyskland
VW ID.4 Volkswagen Max ACC DCC HuD PANO eSITZE IQ.LIGHT 360,334784.375,23817,Tyskland
VW ID.4 Volkswagen Pro Performance Pumpe IQLight Pano ACC LM21,334784.375,15820,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,367704.0625,9094,Tyskland
VW ID.4 Volkswagen GTX 4M MATRIX ACC 21 DCC WÄPU NAVI CAM,350988.125,19900,Tyskland
VW ID.4 Performance Pro 77 kWh Family,323609.375,27432,Tyskland
VW ID.4 Pro Performance 77 kWh WÄPU TELEMATIK NAV,325658.125,3400,Tyskland
VW ID.4 Volkswagen GTX WOCHEN GTX 4MOTION 250 kW 340 PS 77 kWh 1GangAutomatik,4088187.5,1,Tyskland
VW ID.4 GTX AHKMatrixTravelNavi360Wärmepumpe,389076.25,17180,Tyskland
VW ID.4 Volkswagen Pro Performance PANO MASSAGE MATRIX 360,324913.125,38000,Tyskland
"VW ID.4 Volkswagen ProPerformanceJETZT ab 2,74 Zins",356203.125,6325,Tyskland
VW ID.4 Pro Performance WÄRMENAVIAHKACCRCAM,339254.375,21400,Tyskland
VW ID.4 Volkswagen Pure Performance LED Navi PDC Bluetooth Klima,229553.125,20891,Tyskland
VW ID.4 Volkswagen GTX 4Motion IQ.LIGHT ACC KAMERA NAV HEAD UP,390659.375,13500,Tyskland
VW ID.4 Pro Perfomance 77 kWh AHK ACC MATRIX NAV WP LM PDC RFK SHZ Anschl.Gar.,407328.75,13100,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh WÄPU TELEMATIK NAV,325648.8125,3400,Tyskland
VW ID.4 Volkswagen Pure Performance NaviCCS LED,225353.18750000003,28890,Tyskland
VW ID.4 Pure 52 kWh,250971.875,36400,Tyskland
VW ID.4 Volkswagen Pro Performance IQ.LIGHT Assistenzpaket Kam,430982.5,4980,Tyskland
VW ID.4 Volkswagen GTX 4MOTION SPORTWOCHENAKTION Klima,4088187.5,1,Tyskland
VW ID.4 Pure Move ALU 19 NAVI AHK RearView,418596.875,10,Tyskland
VW ID.4 PRO LM21 KAMERA NAVI IQ.LIGHT ACC,340744.375,20388,Tyskland
VW ID.4 Pro 77kw LED Navi Sitz DAB,459618.4375,0,Tyskland
VW ID.4 Volkswagen PURE LM19 NAVIPRO APPCONNECT PDC,213070,39734,Tyskland
VW ID.4 Volkswagen Pro 286 PS,3752937.5,1,Tyskland
VW ID.4 Volkswagen Pure Performance LED GRA PDC SHZ NAVI,259623.18750000003,16500,Tyskland
VW ID.4 Pure Performance Navi LED AppConnect FrontAssist,230735.8125,28509,Tyskland
VW ID.4 Pro Performance AHK ACC Matrix LED Kamera,358438.125,8778,Tyskland
VW ID.4 Volkswagen Pro Performance Wärmepumpe2.Jahre AG,358438.125,5950,Tyskland
VW ID.4 1st Pro Performance 77 kWh 5 Türen,273321.875,23000,Tyskland
VW ID.4 Volkswagen PRO PERFORMANCE AHK NAVI LED,241007.5,75825,Tyskland
VW ID.4 PRO LM19 NAVIPRO APPCONNECT PDC,243801.25,57718,Tyskland
VW ID.4 Pro Goal 77kWhAHKMatrixTravelNaviSitzhz,518659.6875,0,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,364714.75,13314,Tyskland
VW ID.4 Volkswagen Pure 125 kW 170 PS 52 kWh 1GangAutomatik,3101062.5,1,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,347775.3125,4949,Tyskland
VW ID.4 GTX 4M PanoIQ.LightNavi,390938.75,16345,Tyskland
VW ID.4 Pure Performance 125 kW 52 kWh SOFORT,473820,10,Tyskland
"VW ID.4 Volkswagen Pro Performance 150 kW, Matrix, AHK, ACC, 360",322678.125,26800,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,353409.375,4500,Tyskland
VW ID.4 Volkswagen PURE LM19 NAVIPRO SITZH ACC PDC LED,226750.06250000003,35903,Tyskland
VW ID.4 Volkswagen Pure 52 kWh 109 kW Pure Pure,251428.18750000003,23000,Tyskland
VW ID.4 Volkswagen Pro Performance AHK Navi LED ACC SHZ,3520125,29090,Tyskland
VW ID.4 Volkswagen Pro Perform. 77 kWh 150 kW Pro Wärmepume,314753.1875,14000,Tyskland
VW ID.4 Pro Performance NAVIAHKACCMATRIXLED360,386003.125,12800,Tyskland
VW ID.4 Pro GOAL,501226.68750000006,0,Tyskland
VW ID.4 Pro Performance WÄRMEPUMPE CAM ACC LM20 NAVI,348138.5,1315,Tyskland
VW ID.4 Volkswagen Pro LED Matrix Alu AHK easy open,350056.875,25966,Tyskland
VW ID.4 Pure PDC LED Navi AppConnect LaneAssist Climatronic,230735.8125,28888,Tyskland
VW ID.4 GTX 4Mo. 5.J.GAR PANO IQLIGHT AHK KAMERA,409284.375,11600,Tyskland
VW ID.4 Family DSG AHKKEYLESSPANO,302563.12500000006,49818,Tyskland
VW ID.4 Volkswagen 77 kwh Wärmepumpe inkl. VollkaskoVersicherung,4414125,20,Tyskland
VW ID.4 Volkswagen E21,4004375,8778,Tyskland
VW ID.4 Volkswagen 150 kW Pro Performance inkl. VollkaskoVersicherung,4181312.5,20,Tyskland
VW ID.4 Volkswagen 77 kwh Wärmepumpe inkl. VollkaskoVersicherung,4414125,20,Tyskland
VW ID.4 Volkswagen 150 kW Pro Performance inkl. VollkaskoVersicherung,4181312.5,20,Tyskland
VW ID.4 Pro Performence ACC MatrixLED NaviPro Rear View CCS Wärmepumpe 1GangAutomatik,353688.75,7154,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI MATRIXLED ACC PDC,284031.25,50000,Tyskland
VW ID.4 Volkswagen Pro 77 kWh Move AHK LED NAVI RFK WINTERRÄDER,4823875,1,Tyskland
VW ID.4 Pro Performance Pumpe IQLight Pano ACC LM21,334784.375,15820,Tyskland
VW ID.4 Volkswagen Pro 77 kWh 0325 Abgabe AHK TopAusstattun,558740.6875,9999,Tyskland
"VW ID.4 Pro 210 kW 286 PS 77 kWh AHK, Navi",468139.375,0,Tyskland
VW ID.4 Pro GOALMATRIXLEDKAMERA,534472.3125,0,Tyskland
VW ID.4,266058.125,39470,Tyskland
VW ID.4 Volkswagen GTX Max 77 kWh VollausstattungAKTION,353781.875,64000,Tyskland
VW ID.4 Pro Performance AHK Navi Matrix Kamera,360952.5,18260,Tyskland
VW ID.4 Pro GOAL AHKMATRIXNAVIKLIMA,533596.9375,0,Tyskland
VW ID.4 Goal Pro AHKklappbar Navi LED ACC El. Heckklappe Apple CarPlay Android Auto,501236,0,Tyskland
VW ID.4 Volkswagen GTX 4M 299HP EHEAT MATRIXLED NAVI VAT,359378.6875,49800,Tyskland
VW ID.4 Pro Performance NAVI LED ACC AHK,351537.5625,25917,Tyskland
VW ID.4 1st Pro Performance 77 kWh 5 Türen,288221.875,40150,Tyskland
VW ID.4 Pro Performance IQ.LIGHTAHKDIGITALNAVIKAMERAWÄRMEPUMPE20ZOLL,349209.4375,14400,Tyskland
VW ID.4 Pro WÄRMEIQLAHKACCNAVI36019SHZ,456126.25,3000,Tyskland
VW ID.4 Volkswagen GTX 4MOTION SOFORTPANOAREAVIEWELEKTR.HECKKLAPPE,5485062.5,10,Tyskland
VW ID.4 Pro Performance 150 kW 204 PS 77 kWh 1Ga,418131.25,24000,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,520335.9375,0,Tyskland
VW ID.4 Pro 195 kW 4MOTION PANOAHKHUDNAVIMET,376690.625,14700,Tyskland
VW ID.4 GTX 4Motion AHK Headup Pano MatrixLED,641631.25,8900,Tyskland
VW ID.4 GTX Keyless Access Schließ u. Startsystem,342979.375,20000,Tyskland
VW ID.4 GTX 4Motion AHK Panorama 360 Kamera,642376.25,9900,Tyskland
VW ID.4 Pro 1st Edition ACC LED NAVI 5J Garantie,400297.8125,19495,Tyskland
VW ID.4 Pure Komfortpaket,410364.625,0,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kWWÄRMEPUMPEAHK,288501.25,34600,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI AHK PANO LED,4134750,24215,Tyskland
"VW ID.4 Pure Performance, Infotainment Paket, LED, App Connect",250506.25,28000,Tyskland
VW ID.4 Volkswagen GTX.4Mot.Matrix.ErgoActiv.AHK.360.IQ.HuD.,334784.375,84514,Tyskland
VW ID.4 Volkswagen Pro Performance mit InfotaintP Gar. 03.27,363094.375,11500,Tyskland
VW ID.4 PRO LM21 KAMERA NAVI IQ.LIGHT ACC,340744.375,20388,Tyskland
VW ID.4 Performance Komfort und InfotainmentPaket,316531.875,9990,Tyskland
VW ID.4 Pro 77kWhAHKMatrixWärmepumpe02.29Garantie,347076.875,24420,Tyskland
VW ID.4 Pro Performance Head UpKameraNavi,351081.25,9340,Tyskland
VW ID.4 Move 286 PS 77 kWh AHK,521947.00000000006,10,Tyskland
"VW ID.4 Volkswagen GTX 22077 388,ohne Anzahlung Pano Anschlu",325462.5625,37863,Tyskland
VW ID.4 Pro Performance AHKRFKNaviLED,307126.25,70060,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW mit Infotaiment Paket,391125,21500,Tyskland
VW ID.4 Pro Goal 77 kWh,534463,0,Tyskland
VW ID.4 PRO UPE65 PANO AHK KAMERA,377528.75,19985,Tyskland
VW ID.4 Volkswagen Pro Performance AHK PANO REAR VIEW WÄRMEP,3995062.5,18490,Tyskland
VW ID.4 PRO PERFORMANCE WÄRMEPUMPE PANO AHK,337578.125,39947,Tyskland
VW ID.4 Pro Performance Automatik Navi AHK RKamera,310106.25,18218,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,518659.6875,0,Tyskland
VW ID.4 Pure PerformanceMATRIXACCRFKAPPNAVPDC,340092.5,6500,Tyskland
VW ID.4 Pro Performance Family 77 KWh Kam. Matrix Panoramadach,273694.375,73027,Tyskland
VW ID.4 Pro Perf. WärmePu CCS NaviPro MatrixLED AHK 1GangAutomatik,344106.1875,16272,Tyskland
VW ID.4 Volkswagen Pro GOAL AHK RearView Navi SHZ 20,4674875,35,Tyskland
VW ID.4 Pro 210 kW Goal AHK RÜCKFAHR IQ LIGHT NAVI SHZ,501226.68750000006,0,Tyskland
VW ID.4 GTX 4Motion 220 KW Sportpaket AHKklappbar Navi Leder Soundsystem Allrad HUD,418131.25,42500,Tyskland
VW ID.4 Volkswagen GTX 4MOTION SOFORTAHKPANORAMA21ZOLLGARANTIEVERL,5261562.5,15,Tyskland
VW ID.4 Volkswagen ProPerformance SportKomfortDesign20Wärmep,338043.75,22690,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,520335.9375,0,Tyskland
VW ID.4 Pro 210 kW Goal,534472.3125,10,Tyskland
VW ID.4 PURE LM19 NAVIPRO SITZH ACC PDC LED,232812.5,35903,Tyskland
VW ID.4 PRO PERFORMANCE 77 KWH AUTOMATIK ACCRADAR,362256.25,11600,Tyskland
VW ID.4 Volkswagen PRO PERF LIFE NAVIACCSHZ19 GJR,278555.5,14000,Tyskland
VW ID.4 Volkswagen GTX mit InfotainmentPaket 4Mo. SPORTPAKET,418690,6000,Tyskland
VW ID.4 Volkswagen 220 kW 4Motion GTX,353875,28000,Tyskland
VW ID.4 1st Pro PerformanceAHKNAVACCKAM,365981.25,38500,Tyskland
VW ID.4 PURE AHK NAVI LED APPCONNECT PDC,222941.25,27019,Tyskland
VW ID.4 Volkswagen Pro Perform. 77 kWh 150 kW Pro mit Navi,311968.75,41000,Tyskland
VW ID.4 GTX 4MOTION 77 KWH AUTOMATIK ACCRADARDCC,444206.25,8800,Tyskland
VW ID.4 PURE NAVI LED KAMERA SITZH,271738.75,10607,Tyskland
VW ID.4 PRO UPE70 LM21 PANO AHK KAMERA,368681.875,29963,Tyskland
VW ID.4 GTX 4MOTION 340 PS SPORTWOCHENAKTION Klima,517355.9375,0,Tyskland
VW ID.4 Pro AHKNAVILEDACCWÄRMERCAMSHZDAB,334225.625,22400,Tyskland
VW ID.4 Pro Performance AHK ACC IQ.Light Navi Rear View CCS Wärmepumpe Alu19Hamar 1Gang Automatik,288417.4375,43127,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,501385,0,Tyskland
VW ID.4 Volkswagen Pure Performance Navi LED GRA LaneAssist FrontAssist,2784437.5,22557,Tyskland
VW ID.4 Pro Performance AHK Navi LED ACC SHZ Kamera,360952.5,7770,Tyskland
VW ID.4 Volkswagen 1st Pro Performance Keyless Rückfahrkam. AHK,371475.625,14950,Tyskland
VW ID.4 PURE AHK NAVIPRO LED ACC SITZHZ PDC,234675,61076,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh 150 kW Pro Pro,311037.5,26000,Tyskland
VW ID.4 Volkswagen Pro Performance IQLight AHK SportPlus HUD,363094.375,5799,Tyskland
VW ID.4 Volkswagen 1st Pro NaviACCKameraWärmepumpeAHK20,269783.125,49978,Tyskland
VW ID.4 Volkswagen PURE NAVIPRO LED APPCON PDC,220240.625,54468,Tyskland
VW ID.4 Volkswagen Pro Perform 150kW WP Navi AHK Leder Kamera,251344.375,39691,Tyskland
VW ID.4 Volkswagen Pro Performance CCSWÄRMEPUMPEMATRIXKAMERA,3212812.5,9108,Tyskland
VW ID.4 Volkswagen GTX 4 motion 77kwh Pano Rückfahrkamera,446906.875,300,Tyskland
